,year,quarter,health_authority,hospital,procedure,waiting,completed,wait_time_50,wait_time_90,Y_Q
10928,2010,Q2,Provincial Health Services Authority,B.C. Cancer Agency,Vaginal Repair,3,7,4.1,9.7,10_Q2
10929,2010,Q2,Provincial Health Services Authority,B.C. Cancer Agency,Vascular Surgery - Other,3,7,5.4,6.9,10_Q2
10930,2010,Q2,Provincial Health Services Authority,B.C. Women'S Hospital,All Other Procedures,7,21,2.0,4.9,10_Q2
10932,2010,Q2,Provincial Health Services Authority,B.C. Women'S Hospital,D&C and Related Surgery,25,69,2.7,12.2,10_Q2
10933,2010,Q2,Provincial Health Services Authority,B.C. Women'S Hospital,Fallopian Tube/Ovarian Surgery,22,38,6.2,13.6,10_Q2
10934,2010,Q2,Provincial Health Services Authority,B.C. Women'S Hospital,Laparoscopy,9,15,4.0,10.1,10_Q2
10935,2010,Q2,Provincial Health Services Authority,B.C. Women'S Hospital,Uterine Surgery,194,229,5.7,14.7,10_Q2
12858,2010,Q3,Provincial Health Services Authority,B.C. Cancer Agency,Biopsy in OR,5,9,2.0,2.9,10_Q3
12859,2010,Q3,Provincial Health Services Authority,B.C. Cancer Agency,Breast Biopsy,9,57,2.6,5.7,10_Q3
12860,2010,Q3,Provincial Health Services Authority,B.C. Cancer Agency,D&C and Related Surgery,3,7,1.6,4.4,10_Q3
12861,2010,Q3,Provincial Health Services Authority,B.C. Cancer Agency,Excision Lesion/Tumour,13,25,8.3,13.0,10_Q3
12862,2010,Q3,Provincial Health Services Authority,B.C. Cancer Agency,Mastectomy,3,14,2.1,4.8,10_Q3
12863,2010,Q3,Provincial Health Services Authority,B.C. Cancer Agency,Vaginal Repair,3,12,2.2,4.1,10_Q3
12864,2010,Q3,Provincial Health Services Authority,B.C. Women'S Hospital,All Other Procedures,12,18,2.8,6.6,10_Q3
12866,2010,Q3,Provincial Health Services Authority,B.C. Women'S Hospital,D&C and Related Surgery,43,73,1.9,8.9,10_Q3
12867,2010,Q3,Provincial Health Services Authority,B.C. Women'S Hospital,Fallopian Tube/Ovarian Surgery,35,32,4.6,14.0,10_Q3
12868,2010,Q3,Provincial Health Services Authority,B.C. Women'S Hospital,Laparoscopy,10,13,3.0,10.9,10_Q3
12869,2010,Q3,Provincial Health Services Authority,B.C. Women'S Hospital,Uterine Surgery,179,233,6.1,14.3,10_Q3
14806,2010,Q4,Provincial Health Services Authority,B.C. Cancer Agency,Biopsy in OR,3,19,1.0,3.3,10_Q4
14807,2010,Q4,Provincial Health Services Authority,B.C. Cancer Agency,Breast Biopsy,17,54,1.7,3.4,10_Q4
14808,2010,Q4,Provincial Health Services Authority,B.C. Cancer Agency,Excision Lesion/Tumour,17,23,6.0,10.4,10_Q4
14809,2010,Q4,Provincial Health Services Authority,B.C. Cancer Agency,Mastectomy,6,16,2.6,3.5,10_Q4
14810,2010,Q4,Provincial Health Services Authority,B.C. Cancer Agency,Skin Tumour Removal,3,6,1.3,2.6,10_Q4
14811,2010,Q4,Provincial Health Services Authority,B.C. Cancer Agency,Vaginal Repair,6,12,3.2,5.0,10_Q4
14812,2010,Q4,Provincial Health Services Authority,B.C. Women'S Hospital,All Other Procedures,7,12,1.5,6.7,10_Q4
14814,2010,Q4,Provincial Health Services Authority,B.C. Women'S Hospital,D&C and Related Surgery,47,87,3.0,10.0,10_Q4
14815,2010,Q4,Provincial Health Services Authority,B.C. Women'S Hospital,Fallopian Tube/Ovarian Surgery,46,51,6.1,10.7,10_Q4
14816,2010,Q4,Provincial Health Services Authority,B.C. Women'S Hospital,Laparoscopy,13,20,6.0,8.0,10_Q4
14817,2010,Q4,Provincial Health Services Authority,B.C. Women'S Hospital,Uterine Surgery,204,232,7.6,14.9,10_Q4
16799,2011,Q1,Provincial Health Services Authority,B.C. Cancer Agency,Biopsy in OR,3,9,1.4,3.7,11_Q1
16800,2011,Q1,Provincial Health Services Authority,B.C. Cancer Agency,Breast Biopsy,12,65,1.9,5.4,11_Q1
16801,2011,Q1,Provincial Health Services Authority,B.C. Cancer Agency,D&C and Related Surgery,3,9,1.3,5.5,11_Q1
16802,2011,Q1,Provincial Health Services Authority,B.C. Cancer Agency,Excision Lesion/Tumour,15,25,4.1,11.1,11_Q1
16803,2011,Q1,Provincial Health Services Authority,B.C. Cancer Agency,Mastectomy,3,16,1.7,5.0,11_Q1
16804,2011,Q1,Provincial Health Services Authority,B.C. Cancer Agency,Vaginal Repair,7,14,2.2,6.4,11_Q1
16805,2011,Q1,Provincial Health Services Authority,B.C. Children'S Hospital,All Other Procedures,62,62,5.9,25.0,11_Q1
16807,2011,Q1,Provincial Health Services Authority,B.C. Children'S Hospital,Biopsy in OR,9,13,1.9,18.4,11_Q1
16808,2011,Q1,Provincial Health Services Authority,B.C. Children'S Hospital,CSF Drainage,3,6,0.6,1.4,11_Q1
16809,2011,Q1,Provincial Health Services Authority,B.C. Children'S Hospital,Cataract Surgery,3,5,3.1,7.4,11_Q1
16810,2011,Q1,Provincial Health Services Authority,B.C. Children'S Hospital,Colostomy/Ileostomy,5,7,0.4,9.6,11_Q1
16811,2011,Q1,Provincial Health Services Authority,B.C. Children'S Hospital,Cranial Surgery,15,30,2.2,16.0,11_Q1
16812,2011,Q1,Provincial Health Services Authority,B.C. Children'S Hospital,Cyst/Ganglion Removal,14,19,10.0,34.3,11_Q1
16813,2011,Q1,Provincial Health Services Authority,B.C. Children'S Hospital,Dental Surgery,267,236,4.9,20.0,11_Q1
16814,2011,Q1,Provincial Health Services Authority,B.C. Children'S Hospital,Examination Under Anaesthetic,68,58,6.5,19.4,11_Q1
16815,2011,Q1,Provincial Health Services Authority,B.C. Children'S Hospital,Excision Lesion/Tumour,24,52,4.1,24.7,11_Q1
16816,2011,Q1,Provincial Health Services Authority,B.C. Children'S Hospital,Fracture Repair,3,12,1.0,2.0,11_Q1
16817,2011,Q1,Provincial Health Services Authority,B.C. Children'S Hospital,Gastrostomy/Jejunostomy,12,20,5.9,20.4,11_Q1
16818,2011,Q1,Provincial Health Services Authority,B.C. Children'S Hospital,Hernia Repair - Abdominal,123,96,26.2,54.5,11_Q1
16819,2011,Q1,Provincial Health Services Authority,B.C. Children'S Hospital,Lens & Vitreous (non-cataract) Surgery,3,6,2.6,6.1,11_Q1
16820,2011,Q1,Provincial Health Services Authority,B.C. Children'S Hospital,Male Reproductive Surgery,87,78,9.3,32.0,11_Q1
16821,2011,Q1,Provincial Health Services Authority,B.C. Children'S Hospital,Mastoidectomy,6,7,26.0,71.9,11_Q1
16822,2011,Q1,Provincial Health Services Authority,B.C. Children'S Hospital,Myringotomy,84,83,8.1,16.0,11_Q1
16823,2011,Q1,Provincial Health Services Authority,B.C. Children'S Hospital,Oral Cavity & Pharynx Surgery,25,31,7.6,21.9,11_Q1
16824,2011,Q1,Provincial Health Services Authority,B.C. Children'S Hospital,Other Ear Surgery,44,27,12.7,33.0,11_Q1
16825,2011,Q1,Provincial Health Services Authority,B.C. Children'S Hospital,Other Eye Surgery,132,187,6.1,21.3,11_Q1
16826,2011,Q1,Provincial Health Services Authority,B.C. Children'S Hospital,Other Orthopaedic Surgery,181,137,6.0,37.9,11_Q1
16827,2011,Q1,Provincial Health Services Authority,B.C. Children'S Hospital,Other Urology Surgery,111,85,6.1,30.5,11_Q1
16828,2011,Q1,Provincial Health Services Authority,B.C. Children'S Hospital,Skin Surgery,15,45,2.0,19.9,11_Q1
16829,2011,Q1,Provincial Health Services Authority,B.C. Children'S Hospital,Skin Tumour Removal,55,44,12.0,39.8,11_Q1
16830,2011,Q1,Provincial Health Services Authority,B.C. Children'S Hospital,Spinal/Back Surgery,158,59,7.1,111.3,11_Q1
16831,2011,Q1,Provincial Health Services Authority,B.C. Children'S Hospital,Tendon Surgery,18,13,18.4,41.3,11_Q1
16832,2011,Q1,Provincial Health Services Authority,B.C. Children'S Hospital,Tonsillectomy/Adenoidectomy,87,69,13.0,22.1,11_Q1
16833,2011,Q1,Provincial Health Services Authority,B.C. Children'S Hospital,Tympanoplasty,25,10,26.5,67.3,11_Q1
16834,2011,Q1,Provincial Health Services Authority,B.C. Children'S Hospital,Vascular Surgery - Other,20,28,4.4,20.3,11_Q1
16835,2011,Q1,Provincial Health Services Authority,B.C. Children'S Hospital,Wound/Laceration Care,3,9,0.1,6.1,11_Q1
16836,2011,Q1,Provincial Health Services Authority,B.C. Women'S Hospital,All Other Procedures,6,17,3.4,12.6,11_Q1
16838,2011,Q1,Provincial Health Services Authority,B.C. Women'S Hospital,D&C and Related Surgery,42,93,3.7,12.7,11_Q1
16839,2011,Q1,Provincial Health Services Authority,B.C. Women'S Hospital,Fallopian Tube/Ovarian Surgery,54,56,6.4,15.6,11_Q1
16840,2011,Q1,Provincial Health Services Authority,B.C. Women'S Hospital,Laparoscopy,13,27,4.9,13.3,11_Q1
16841,2011,Q1,Provincial Health Services Authority,B.C. Women'S Hospital,Uterine Surgery,244,233,4.8,13.6,11_Q1
18806,2011,Q2,Provincial Health Services Authority,B.C. Cancer Agency,Biopsy in OR,5,8,0.9,1.8,11_Q2
18807,2011,Q2,Provincial Health Services Authority,B.C. Cancer Agency,Breast Biopsy,18,49,1.4,4.9,11_Q2
18808,2011,Q2,Provincial Health Services Authority,B.C. Cancer Agency,D&C and Related Surgery,3,5,2.3,3.5,11_Q2
18809,2011,Q2,Provincial Health Services Authority,B.C. Cancer Agency,Excision Lesion/Tumour,26,12,2.9,12.8,11_Q2
18810,2011,Q2,Provincial Health Services Authority,B.C. Cancer Agency,Mastectomy,3,8,3.1,6.6,11_Q2
18811,2011,Q2,Provincial Health Services Authority,B.C. Cancer Agency,Vaginal Repair,6,13,6.4,9.9,11_Q2
18812,2011,Q2,Provincial Health Services Authority,B.C. Children'S Hospital,All Other Procedures,80,65,7.1,26.1,11_Q2
18814,2011,Q2,Provincial Health Services Authority,B.C. Children'S Hospital,Biopsy in OR,9,19,0.7,18.3,11_Q2
18815,2011,Q2,Provincial Health Services Authority,B.C. Children'S Hospital,Colostomy/Ileostomy,3,7,2.4,19.4,11_Q2
18816,2011,Q2,Provincial Health Services Authority,B.C. Children'S Hospital,Cranial Surgery,9,18,7.1,13.3,11_Q2
18817,2011,Q2,Provincial Health Services Authority,B.C. Children'S Hospital,Cyst/Ganglion Removal,13,20,5.1,29.8,11_Q2
18818,2011,Q2,Provincial Health Services Authority,B.C. Children'S Hospital,Dental Surgery,246,236,4.4,19.2,11_Q2
18819,2011,Q2,Provincial Health Services Authority,B.C. Children'S Hospital,Examination Under Anaesthetic,70,64,7.2,19.7,11_Q2
18820,2011,Q2,Provincial Health Services Authority,B.C. Children'S Hospital,Excision Lesion/Tumour,16,28,3.4,27.9,11_Q2
18821,2011,Q2,Provincial Health Services Authority,B.C. Children'S Hospital,Facial Bone Reconstruction,3,6,2.3,16.1,11_Q2
18822,2011,Q2,Provincial Health Services Authority,B.C. Children'S Hospital,Fistula Repair - Non Vascular,3,5,11.9,19.0,11_Q2
18823,2011,Q2,Provincial Health Services Authority,B.C. Children'S Hospital,Foreign Body Removal Surgery,3,5,1.9,4.7,11_Q2
18824,2011,Q2,Provincial Health Services Authority,B.C. Children'S Hospital,Fracture Repair,8,11,0.7,2.1,11_Q2
18825,2011,Q2,Provincial Health Services Authority,B.C. Children'S Hospital,Gastrostomy/Jejunostomy,5,24,3.4,11.1,11_Q2
18826,2011,Q2,Provincial Health Services Authority,B.C. Children'S Hospital,Hernia Repair - Abdominal,70,119,15.0,47.1,11_Q2
18827,2011,Q2,Provincial Health Services Authority,B.C. Children'S Hospital,Laparoscopy,8,6,13.1,23.1,11_Q2
18828,2011,Q2,Provincial Health Services Authority,B.C. Children'S Hospital,Lens & Vitreous (non-cataract) Surgery,3,10,2.4,4.0,11_Q2
18829,2011,Q2,Provincial Health Services Authority,B.C. Children'S Hospital,Male Reproductive Surgery,105,74,10.1,24.6,11_Q2
18830,2011,Q2,Provincial Health Services Authority,B.C. Children'S Hospital,Myringotomy,63,67,8.7,17.7,11_Q2
18831,2011,Q2,Provincial Health Services Authority,B.C. Children'S Hospital,Oral Cavity & Pharynx Surgery,20,34,9.2,22.2,11_Q2
18832,2011,Q2,Provincial Health Services Authority,B.C. Children'S Hospital,Other Ear Surgery,41,31,15.1,29.0,11_Q2
18833,2011,Q2,Provincial Health Services Authority,B.C. Children'S Hospital,Other Eye Surgery,117,138,5.9,16.7,11_Q2
18834,2011,Q2,Provincial Health Services Authority,B.C. Children'S Hospital,Other Joint Reconstruction,7,6,10.4,27.4,11_Q2
18835,2011,Q2,Provincial Health Services Authority,B.C. Children'S Hospital,Other Orthopaedic Surgery,187,109,7.9,37.4,11_Q2
18836,2011,Q2,Provincial Health Services Authority,B.C. Children'S Hospital,Other Urology Surgery,166,85,5.1,18.3,11_Q2
18837,2011,Q2,Provincial Health Services Authority,B.C. Children'S Hospital,Skin Surgery,38,44,1.7,11.6,11_Q2
18838,2011,Q2,Provincial Health Services Authority,B.C. Children'S Hospital,Skin Tumour Removal,44,49,13.0,28.5,11_Q2
18839,2011,Q2,Provincial Health Services Authority,B.C. Children'S Hospital,Spinal/Back Surgery,150,49,14.3,89.2,11_Q2
18840,2011,Q2,Provincial Health Services Authority,B.C. Children'S Hospital,Tendon Surgery,21,12,3.4,31.3,11_Q2
18841,2011,Q2,Provincial Health Services Authority,B.C. Children'S Hospital,Tonsillectomy/Adenoidectomy,79,53,14.7,22.8,11_Q2
18842,2011,Q2,Provincial Health Services Authority,B.C. Children'S Hospital,Tympanoplasty,27,13,17.0,43.0,11_Q2
18843,2011,Q2,Provincial Health Services Authority,B.C. Children'S Hospital,Vascular Surgery - Other,11,42,2.9,15.8,11_Q2
18844,2011,Q2,Provincial Health Services Authority,B.C. Children'S Hospital,Wound/Laceration Care,6,8,0.6,5.9,11_Q2
18845,2011,Q2,Provincial Health Services Authority,B.C. Women'S Hospital,All Other Procedures,11,12,1.7,8.3,11_Q2
18847,2011,Q2,Provincial Health Services Authority,B.C. Women'S Hospital,D&C and Related Surgery,60,72,2.6,8.4,11_Q2
18848,2011,Q2,Provincial Health Services Authority,B.C. Women'S Hospital,Fallopian Tube/Ovarian Surgery,52,39,7.1,20.1,11_Q2
18849,2011,Q2,Provincial Health Services Authority,B.C. Women'S Hospital,Laparoscopy,18,11,5.7,11.9,11_Q2
18850,2011,Q2,Provincial Health Services Authority,B.C. Women'S Hospital,Uterine Surgery,207,265,6.1,16.7,11_Q2
20780,2011,Q3,Provincial Health Services Authority,B.C. Cancer Agency,Biopsy in OR,3,7,3.3,6.0,11_Q3
20781,2011,Q3,Provincial Health Services Authority,B.C. Cancer Agency,Breast Biopsy,17,57,2.7,5.6,11_Q3
20782,2011,Q3,Provincial Health Services Authority,B.C. Cancer Agency,Cone Biopsy,3,6,3.1,3.8,11_Q3
20783,2011,Q3,Provincial Health Services Authority,B.C. Cancer Agency,Excision Lesion/Tumour,20,31,6.0,23.0,11_Q3
20784,2011,Q3,Provincial Health Services Authority,B.C. Cancer Agency,Mastectomy,3,6,2.5,3.2,11_Q3
20785,2011,Q3,Provincial Health Services Authority,B.C. Cancer Agency,Vaginal Repair,7,10,2.1,10.7,11_Q3
20786,2011,Q3,Provincial Health Services Authority,B.C. Children'S Hospital,All Other Procedures,63,65,6.1,20.1,11_Q3
20788,2011,Q3,Provincial Health Services Authority,B.C. Children'S Hospital,Biopsy in OR,7,14,0.7,2.2,11_Q3
20789,2011,Q3,Provincial Health Services Authority,B.C. Children'S Hospital,CSF Drainage,3,23,1.0,2.9,11_Q3
20790,2011,Q3,Provincial Health Services Authority,B.C. Children'S Hospital,Cranial Surgery,6,19,2.0,14.8,11_Q3
20791,2011,Q3,Provincial Health Services Authority,B.C. Children'S Hospital,Cyst/Ganglion Removal,21,20,3.6,15.3,11_Q3
20792,2011,Q3,Provincial Health Services Authority,B.C. Children'S Hospital,Dental Surgery,232,262,3.6,21.9,11_Q3
20793,2011,Q3,Provincial Health Services Authority,B.C. Children'S Hospital,Examination Under Anaesthetic,48,74,6.6,21.0,11_Q3
20794,2011,Q3,Provincial Health Services Authority,B.C. Children'S Hospital,Excision Lesion/Tumour,14,26,1.7,31.4,11_Q3
20795,2011,Q3,Provincial Health Services Authority,B.C. Children'S Hospital,Fracture Repair,6,11,2.6,19.6,11_Q3
20796,2011,Q3,Provincial Health Services Authority,B.C. Children'S Hospital,Gastrostomy/Jejunostomy,5,14,3.1,5.2,11_Q3
20797,2011,Q3,Provincial Health Services Authority,B.C. Children'S Hospital,Hernia Repair - Abdominal,61,68,4.2,14.4,11_Q3
20798,2011,Q3,Provincial Health Services Authority,B.C. Children'S Hospital,Laparoscopy,5,9,4.7,14.5,11_Q3
20799,2011,Q3,Provincial Health Services Authority,B.C. Children'S Hospital,Lens & Vitreous (non-cataract) Surgery,3,7,2.9,5.1,11_Q3
20800,2011,Q3,Provincial Health Services Authority,B.C. Children'S Hospital,Male Reproductive Surgery,115,66,9.1,27.6,11_Q3
20801,2011,Q3,Provincial Health Services Authority,B.C. Children'S Hospital,Mastoidectomy,3,9,6.9,32.9,11_Q3
20802,2011,Q3,Provincial Health Services Authority,B.C. Children'S Hospital,Myringotomy,51,49,7.9,16.2,11_Q3
20803,2011,Q3,Provincial Health Services Authority,B.C. Children'S Hospital,Oral Cavity & Pharynx Surgery,17,28,3.9,15.2,11_Q3
20804,2011,Q3,Provincial Health Services Authority,B.C. Children'S Hospital,Other Ear Surgery,34,26,11.5,23.6,11_Q3
20805,2011,Q3,Provincial Health Services Authority,B.C. Children'S Hospital,Other Eye Surgery,92,158,4.0,17.8,11_Q3
20806,2011,Q3,Provincial Health Services Authority,B.C. Children'S Hospital,Other Joint Reconstruction,3,6,1.9,11.7,11_Q3
20807,2011,Q3,Provincial Health Services Authority,B.C. Children'S Hospital,Other Orthopaedic Surgery,167,113,5.1,31.3,11_Q3
20808,2011,Q3,Provincial Health Services Authority,B.C. Children'S Hospital,Other Urology Surgery,169,89,7.9,25.2,11_Q3
20809,2011,Q3,Provincial Health Services Authority,B.C. Children'S Hospital,Skin Surgery,34,42,1.9,16.0,11_Q3
20810,2011,Q3,Provincial Health Services Authority,B.C. Children'S Hospital,Skin Tumour Removal,42,40,11.6,27.2,11_Q3
20811,2011,Q3,Provincial Health Services Authority,B.C. Children'S Hospital,Spinal/Back Surgery,166,59,5.1,105.2,11_Q3
20812,2011,Q3,Provincial Health Services Authority,B.C. Children'S Hospital,Tendon Surgery,12,10,20.2,66.7,11_Q3
20813,2011,Q3,Provincial Health Services Authority,B.C. Children'S Hospital,Tonsillectomy/Adenoidectomy,73,59,12.9,23.3,11_Q3
20814,2011,Q3,Provincial Health Services Authority,B.C. Children'S Hospital,Tympanoplasty,19,14,16.4,28.0,11_Q3
20815,2011,Q3,Provincial Health Services Authority,B.C. Children'S Hospital,Vascular Surgery - Other,9,26,2.1,12.1,11_Q3
20816,2011,Q3,Provincial Health Services Authority,B.C. Children'S Hospital,Wound/Laceration Care,5,8,0.4,3.0,11_Q3
20817,2011,Q3,Provincial Health Services Authority,B.C. Women'S Hospital,All Other Procedures,12,14,1.9,6.1,11_Q3
20819,2011,Q3,Provincial Health Services Authority,B.C. Women'S Hospital,D&C and Related Surgery,64,70,3.6,15.6,11_Q3
20820,2011,Q3,Provincial Health Services Authority,B.C. Women'S Hospital,Fallopian Tube/Ovarian Surgery,56,43,5.6,18.6,11_Q3
20821,2011,Q3,Provincial Health Services Authority,B.C. Women'S Hospital,Laparoscopy,16,18,4.9,20.1,11_Q3
20822,2011,Q3,Provincial Health Services Authority,B.C. Women'S Hospital,Uterine Surgery,208,221,4.8,18.5,11_Q3
22794,2011,Q4,Provincial Health Services Authority,B.C. Cancer Agency,Biopsy in OR,3,6,0.9,3.6,11_Q4
22795,2011,Q4,Provincial Health Services Authority,B.C. Cancer Agency,Breast Biopsy,22,62,1.3,5.7,11_Q4
22796,2011,Q4,Provincial Health Services Authority,B.C. Cancer Agency,D&C and Related Surgery,3,5,1.6,4.7,11_Q4
22797,2011,Q4,Provincial Health Services Authority,B.C. Cancer Agency,Examination Under Anaesthetic,3,7,0.7,1.0,11_Q4
