,year,quarter,health_authority,hospital,procedure,waiting,completed,wait_time_50,wait_time_90,Y_Q
74250,2018,Q2,Provincial Health Services Authority,B.C. Children'S Hospital,Dental Surgery,180,254,6.0,13.3,18_Q2
74251,2018,Q2,Provincial Health Services Authority,B.C. Children'S Hospital,Examination Under Anaesthetic,18,32,2.2,5.9,18_Q2
74252,2018,Q2,Provincial Health Services Authority,B.C. Children'S Hospital,Excision Lesion/Tumour,18,28,3.1,20.4,18_Q2
74253,2018,Q2,Provincial Health Services Authority,B.C. Children'S Hospital,Foreign Body Removal Surgery,3,15,1.3,6.2,18_Q2
74254,2018,Q2,Provincial Health Services Authority,B.C. Children'S Hospital,Fracture Repair,5,20,0.7,24.7,18_Q2
74255,2018,Q2,Provincial Health Services Authority,B.C. Children'S Hospital,Gastrostomy/Jejunostomy,11,22,1.9,10.6,18_Q2
74256,2018,Q2,Provincial Health Services Authority,B.C. Children'S Hospital,Hernia Repair - Abdominal,53,87,5.7,24.4,18_Q2
74257,2018,Q2,Provincial Health Services Authority,B.C. Children'S Hospital,Knee - ACL Repair,13,11,1.0,15.0,18_Q2
74258,2018,Q2,Provincial Health Services Authority,B.C. Children'S Hospital,Knee Arthroscopy,8,7,5.7,8.5,18_Q2
74259,2018,Q2,Provincial Health Services Authority,B.C. Children'S Hospital,Laparoscopy,3,5,0.9,8.7,18_Q2
74260,2018,Q2,Provincial Health Services Authority,B.C. Children'S Hospital,Laparotomy,3,5,2.0,10.5,18_Q2
74261,2018,Q2,Provincial Health Services Authority,B.C. Children'S Hospital,Lens & Vitreous (non-cataract) Surgery,13,12,3.0,15.2,18_Q2
74262,2018,Q2,Provincial Health Services Authority,B.C. Children'S Hospital,Male Reproductive Surgery,155,98,15.4,40.7,18_Q2
74263,2018,Q2,Provincial Health Services Authority,B.C. Children'S Hospital,Myringotomy,32,44,4.4,14.3,18_Q2
74264,2018,Q2,Provincial Health Services Authority,B.C. Children'S Hospital,Oral Cavity & Pharynx Surgery,26,21,7.4,14.4,18_Q2
74265,2018,Q2,Provincial Health Services Authority,B.C. Children'S Hospital,Other Ear Surgery,26,12,11.4,47.0,18_Q2
74266,2018,Q2,Provincial Health Services Authority,B.C. Children'S Hospital,Other Eye Surgery,233,114,12.9,34.9,18_Q2
74267,2018,Q2,Provincial Health Services Authority,B.C. Children'S Hospital,Other Joint Reconstruction,22,14,16.9,41.3,18_Q2
74268,2018,Q2,Provincial Health Services Authority,B.C. Children'S Hospital,Other Orthopaedic Surgery,151,125,6.3,27.2,18_Q2
74269,2018,Q2,Provincial Health Services Authority,B.C. Children'S Hospital,Other Urology Surgery,163,102,12.9,42.3,18_Q2
74270,2018,Q2,Provincial Health Services Authority,B.C. Children'S Hospital,Sinus Surgery,3,7,6.6,12.9,18_Q2
74271,2018,Q2,Provincial Health Services Authority,B.C. Children'S Hospital,Skin Surgery,14,27,1.7,1.7,18_Q2
74272,2018,Q2,Provincial Health Services Authority,B.C. Children'S Hospital,Skin Tumour Removal,71,46,17.6,45.3,18_Q2
74273,2018,Q2,Provincial Health Services Authority,B.C. Children'S Hospital,Spinal/Back Surgery,106,48,6.4,25.1,18_Q2
74274,2018,Q2,Provincial Health Services Authority,B.C. Children'S Hospital,Tendon Surgery,20,8,17.9,62.7,18_Q2
74275,2018,Q2,Provincial Health Services Authority,B.C. Children'S Hospital,Tonsillectomy/Adenoidectomy,37,60,13.0,24.6,18_Q2
74276,2018,Q2,Provincial Health Services Authority,B.C. Children'S Hospital,Tympanoplasty,21,17,8.0,31.8,18_Q2
74277,2018,Q2,Provincial Health Services Authority,B.C. Children'S Hospital,Vascular Surgery - Other,7,33,0.6,8.1,18_Q2
74278,2018,Q2,Provincial Health Services Authority,B.C. Children'S Hospital,Wound/Laceration Care,3,16,0.3,1.6,18_Q2
74279,2018,Q2,Provincial Health Services Authority,B.C. Women'S Hospital,All Other Procedures,29,73,1.0,6.0,18_Q2
74281,2018,Q2,Provincial Health Services Authority,B.C. Women'S Hospital,Cyst/Ganglion Removal,3,5,9.0,15.3,18_Q2
74282,2018,Q2,Provincial Health Services Authority,B.C. Women'S Hospital,D&C and Related Surgery,71,115,0.9,9.9,18_Q2
74283,2018,Q2,Provincial Health Services Authority,B.C. Women'S Hospital,Fallopian Tube/Ovarian Surgery,71,43,7.1,14.3,18_Q2
74284,2018,Q2,Provincial Health Services Authority,B.C. Women'S Hospital,Laparoscopy,12,12,5.9,11.6,18_Q2
74285,2018,Q2,Provincial Health Services Authority,B.C. Women'S Hospital,Uterine Surgery,343,423,3.4,9.9,18_Q2
74286,2018,Q2,Provincial Health Services Authority,B.C. Women'S Hospital,Vaginal Repair,11,9,5.6,28.5,18_Q2
76214,2018,Q3,Provincial Health Services Authority,B.C. Cancer Agency,All Other Procedures,8,73,1.0,5.9,18_Q3
76216,2018,Q3,Provincial Health Services Authority,B.C. Cancer Agency,Biopsy in OR,3,8,1.9,3.2,18_Q3
76217,2018,Q3,Provincial Health Services Authority,B.C. Cancer Agency,Breast Biopsy,11,48,2.2,4.7,18_Q3
76218,2018,Q3,Provincial Health Services Authority,B.C. Cancer Agency,D&C and Related Surgery,3,6,2.2,4.1,18_Q3
76219,2018,Q3,Provincial Health Services Authority,B.C. Cancer Agency,Examination Under Anaesthetic,5,6,3.6,8.8,18_Q3
76220,2018,Q3,Provincial Health Services Authority,B.C. Cancer Agency,Excision Lesion/Tumour,3,31,2.4,4.3,18_Q3
76221,2018,Q3,Provincial Health Services Authority,B.C. Cancer Agency,Vaginal Repair,3,10,3.8,6.2,18_Q3
76222,2018,Q3,Provincial Health Services Authority,B.C. Children'S Hospital,All Other Procedures,33,37,1.9,10.3,18_Q3
76224,2018,Q3,Provincial Health Services Authority,B.C. Children'S Hospital,Biopsy in OR,6,16,0.7,26.4,18_Q3
76225,2018,Q3,Provincial Health Services Authority,B.C. Children'S Hospital,CSF Drainage,3,14,0.6,2.2,18_Q3
76226,2018,Q3,Provincial Health Services Authority,B.C. Children'S Hospital,Cholecystectomy,3,5,4.4,5.5,18_Q3
76227,2018,Q3,Provincial Health Services Authority,B.C. Children'S Hospital,Cranial Surgery,5,17,2.6,5.5,18_Q3
76228,2018,Q3,Provincial Health Services Authority,B.C. Children'S Hospital,Cyst/Ganglion Removal,9,22,4.3,13.1,18_Q3
76229,2018,Q3,Provincial Health Services Authority,B.C. Children'S Hospital,Dental Surgery,191,285,5.1,12.8,18_Q3
76230,2018,Q3,Provincial Health Services Authority,B.C. Children'S Hospital,Examination Under Anaesthetic,32,42,1.4,10.3,18_Q3
76231,2018,Q3,Provincial Health Services Authority,B.C. Children'S Hospital,Excision Lesion/Tumour,18,25,4.3,13.7,18_Q3
76232,2018,Q3,Provincial Health Services Authority,B.C. Children'S Hospital,Foreign Body Removal Surgery,5,13,0.6,6.4,18_Q3
76233,2018,Q3,Provincial Health Services Authority,B.C. Children'S Hospital,Fracture Repair,3,21,0.4,3.1,18_Q3
76234,2018,Q3,Provincial Health Services Authority,B.C. Children'S Hospital,Gastrostomy/Jejunostomy,3,28,2.1,5.5,18_Q3
76235,2018,Q3,Provincial Health Services Authority,B.C. Children'S Hospital,Hernia Repair - Abdominal,52,66,3.1,10.9,18_Q3
76236,2018,Q3,Provincial Health Services Authority,B.C. Children'S Hospital,Knee - ACL Repair,15,15,3.1,41.5,18_Q3
76237,2018,Q3,Provincial Health Services Authority,B.C. Children'S Hospital,Knee Arthroscopy,14,8,0.9,13.5,18_Q3
76238,2018,Q3,Provincial Health Services Authority,B.C. Children'S Hospital,Laparoscopy,3,5,6.4,12.8,18_Q3
76239,2018,Q3,Provincial Health Services Authority,B.C. Children'S Hospital,Laparotomy,3,10,0.9,2.9,18_Q3
76240,2018,Q3,Provincial Health Services Authority,B.C. Children'S Hospital,Lens & Vitreous (non-cataract) Surgery,15,18,5.9,18.9,18_Q3
76241,2018,Q3,Provincial Health Services Authority,B.C. Children'S Hospital,Male Reproductive Surgery,92,113,12.7,26.5,18_Q3
76242,2018,Q3,Provincial Health Services Authority,B.C. Children'S Hospital,Myringotomy,36,69,2.1,12.2,18_Q3
76243,2018,Q3,Provincial Health Services Authority,B.C. Children'S Hospital,Nasal Surgery,3,6,3.1,22.6,18_Q3
76244,2018,Q3,Provincial Health Services Authority,B.C. Children'S Hospital,Oral Cavity & Pharynx Surgery,25,20,11.6,28.7,18_Q3
76245,2018,Q3,Provincial Health Services Authority,B.C. Children'S Hospital,Other Ear Surgery,19,17,8.4,52.6,18_Q3
76246,2018,Q3,Provincial Health Services Authority,B.C. Children'S Hospital,Other Eye Surgery,186,136,16.4,29.9,18_Q3
76247,2018,Q3,Provincial Health Services Authority,B.C. Children'S Hospital,Other Joint Reconstruction,21,8,9.4,16.8,18_Q3
76248,2018,Q3,Provincial Health Services Authority,B.C. Children'S Hospital,Other Orthopaedic Surgery,141,148,3.2,27.7,18_Q3
76249,2018,Q3,Provincial Health Services Authority,B.C. Children'S Hospital,Other Urology Surgery,107,136,7.7,26.3,18_Q3
76250,2018,Q3,Provincial Health Services Authority,B.C. Children'S Hospital,Skin Surgery,13,32,1.6,26.2,18_Q3
76251,2018,Q3,Provincial Health Services Authority,B.C. Children'S Hospital,Skin Tumour Removal,54,54,8.1,39.2,18_Q3
76252,2018,Q3,Provincial Health Services Authority,B.C. Children'S Hospital,Spinal/Back Surgery,90,43,4.1,32.7,18_Q3
76253,2018,Q3,Provincial Health Services Authority,B.C. Children'S Hospital,Tendon Surgery,22,8,6.1,21.5,18_Q3
76254,2018,Q3,Provincial Health Services Authority,B.C. Children'S Hospital,Tonsillectomy/Adenoidectomy,48,41,4.3,17.3,18_Q3
76255,2018,Q3,Provincial Health Services Authority,B.C. Children'S Hospital,Tympanoplasty,16,21,3.4,23.9,18_Q3
76256,2018,Q3,Provincial Health Services Authority,B.C. Children'S Hospital,Vascular Surgery - Other,14,36,0.8,3.6,18_Q3
76257,2018,Q3,Provincial Health Services Authority,B.C. Children'S Hospital,Wound/Laceration Care,3,18,0.4,4.0,18_Q3
76258,2018,Q3,Provincial Health Services Authority,B.C. Women'S Hospital,All Other Procedures,37,94,2.6,8.9,18_Q3
76260,2018,Q3,Provincial Health Services Authority,B.C. Women'S Hospital,D&C and Related Surgery,78,211,0.9,7.4,18_Q3
76261,2018,Q3,Provincial Health Services Authority,B.C. Women'S Hospital,Fallopian Tube/Ovarian Surgery,74,55,11.6,27.9,18_Q3
76262,2018,Q3,Provincial Health Services Authority,B.C. Women'S Hospital,Laparoscopy,7,8,8.6,16.3,18_Q3
76263,2018,Q3,Provincial Health Services Authority,B.C. Women'S Hospital,Uterine Surgery,343,490,3.9,12.6,18_Q3
76264,2018,Q3,Provincial Health Services Authority,B.C. Women'S Hospital,Vaginal Repair,11,9,5.6,11.9,18_Q3
78212,2018,Q4,Provincial Health Services Authority,B.C. Cancer Agency,All Other Procedures,24,68,3.1,7.0,18_Q4
78214,2018,Q4,Provincial Health Services Authority,B.C. Cancer Agency,Biopsy in OR,3,7,1.1,2.2,18_Q4
78215,2018,Q4,Provincial Health Services Authority,B.C. Cancer Agency,Breast Biopsy,10,45,2.1,3.8,18_Q4
78216,2018,Q4,Provincial Health Services Authority,B.C. Cancer Agency,D&C and Related Surgery,3,5,5.4,9.2,18_Q4
78217,2018,Q4,Provincial Health Services Authority,B.C. Cancer Agency,Examination Under Anaesthetic,3,9,5.0,9.0,18_Q4
78218,2018,Q4,Provincial Health Services Authority,B.C. Cancer Agency,Excision Lesion/Tumour,5,35,1.6,5.3,18_Q4
78219,2018,Q4,Provincial Health Services Authority,B.C. Cancer Agency,Mastectomy,3,5,1.9,2.3,18_Q4
78220,2018,Q4,Provincial Health Services Authority,B.C. Cancer Agency,Vaginal Repair,3,9,6.4,9.5,18_Q4
78221,2018,Q4,Provincial Health Services Authority,B.C. Children'S Hospital,All Other Procedures,28,48,1.8,19.7,18_Q4
78223,2018,Q4,Provincial Health Services Authority,B.C. Children'S Hospital,Biopsy in OR,3,18,0.8,8.9,18_Q4
78224,2018,Q4,Provincial Health Services Authority,B.C. Children'S Hospital,CSF Drainage,3,16,0.9,4.1,18_Q4
78225,2018,Q4,Provincial Health Services Authority,B.C. Children'S Hospital,Cranial Surgery,7,24,1.0,5.1,18_Q4
78226,2018,Q4,Provincial Health Services Authority,B.C. Children'S Hospital,Cyst/Ganglion Removal,8,11,6.4,12.6,18_Q4
78227,2018,Q4,Provincial Health Services Authority,B.C. Children'S Hospital,Dental Surgery,125,359,5.0,15.9,18_Q4
78228,2018,Q4,Provincial Health Services Authority,B.C. Children'S Hospital,Examination Under Anaesthetic,28,50,2.4,10.4,18_Q4
78229,2018,Q4,Provincial Health Services Authority,B.C. Children'S Hospital,Excision Gynecomastia,10,5,23.0,40.6,18_Q4
78230,2018,Q4,Provincial Health Services Authority,B.C. Children'S Hospital,Excision Lesion/Tumour,18,32,3.0,21.7,18_Q4
78231,2018,Q4,Provincial Health Services Authority,B.C. Children'S Hospital,Foreign Body Removal Surgery,5,15,0.9,6.7,18_Q4
78232,2018,Q4,Provincial Health Services Authority,B.C. Children'S Hospital,Fracture Repair,3,16,0.4,1.0,18_Q4
78233,2018,Q4,Provincial Health Services Authority,B.C. Children'S Hospital,Gastrostomy/Jejunostomy,8,18,1.0,4.8,18_Q4
78234,2018,Q4,Provincial Health Services Authority,B.C. Children'S Hospital,Hernia Repair - Abdominal,45,74,3.1,22.5,18_Q4
78235,2018,Q4,Provincial Health Services Authority,B.C. Children'S Hospital,Knee - ACL Repair,17,14,3.5,19.1,18_Q4
78236,2018,Q4,Provincial Health Services Authority,B.C. Children'S Hospital,Knee Arthroscopy,15,21,1.0,4.4,18_Q4
78237,2018,Q4,Provincial Health Services Authority,B.C. Children'S Hospital,Laparotomy,3,8,0.8,4.2,18_Q4
78238,2018,Q4,Provincial Health Services Authority,B.C. Children'S Hospital,Lens & Vitreous (non-cataract) Surgery,9,22,2.6,10.2,18_Q4
78239,2018,Q4,Provincial Health Services Authority,B.C. Children'S Hospital,Male Reproductive Surgery,57,141,4.9,31.4,18_Q4
78240,2018,Q4,Provincial Health Services Authority,B.C. Children'S Hospital,Myringotomy,21,78,2.1,9.7,18_Q4
78241,2018,Q4,Provincial Health Services Authority,B.C. Children'S Hospital,Nasal Surgery,3,6,6.1,25.3,18_Q4
78242,2018,Q4,Provincial Health Services Authority,B.C. Children'S Hospital,Nerve Surgery,3,6,9.3,16.2,18_Q4
78243,2018,Q4,Provincial Health Services Authority,B.C. Children'S Hospital,Oral Cavity & Pharynx Surgery,18,21,6.0,21.1,18_Q4
78244,2018,Q4,Provincial Health Services Authority,B.C. Children'S Hospital,Other Ear Surgery,21,10,2.1,34.2,18_Q4
78245,2018,Q4,Provincial Health Services Authority,B.C. Children'S Hospital,Other Eye Surgery,221,142,11.6,29.4,18_Q4
78246,2018,Q4,Provincial Health Services Authority,B.C. Children'S Hospital,Other Joint Reconstruction,22,17,5.4,36.6,18_Q4
78247,2018,Q4,Provincial Health Services Authority,B.C. Children'S Hospital,Other Orthopaedic Surgery,163,129,2.6,33.5,18_Q4
78248,2018,Q4,Provincial Health Services Authority,B.C. Children'S Hospital,Other Urology Surgery,68,137,5.1,37.3,18_Q4
78249,2018,Q4,Provincial Health Services Authority,B.C. Children'S Hospital,Skin Surgery,3,31,1.6,5.4,18_Q4
78250,2018,Q4,Provincial Health Services Authority,B.C. Children'S Hospital,Skin Tumour Removal,45,66,4.6,30.1,18_Q4
78251,2018,Q4,Provincial Health Services Authority,B.C. Children'S Hospital,Spinal/Back Surgery,128,42,3.1,47.7,18_Q4
78252,2018,Q4,Provincial Health Services Authority,B.C. Children'S Hospital,Tendon Surgery,23,12,2.4,46.3,18_Q4
78253,2018,Q4,Provincial Health Services Authority,B.C. Children'S Hospital,Tonsillectomy/Adenoidectomy,32,65,5.6,14.6,18_Q4
78254,2018,Q4,Provincial Health Services Authority,B.C. Children'S Hospital,Tympanoplasty,15,15,7.3,19.6,18_Q4
78255,2018,Q4,Provincial Health Services Authority,B.C. Children'S Hospital,Vascular Surgery - Other,10,43,0.7,4.4,18_Q4
78256,2018,Q4,Provincial Health Services Authority,B.C. Children'S Hospital,Wound/Laceration Care,3,7,0.3,1.6,18_Q4
78257,2018,Q4,Provincial Health Services Authority,B.C. Women'S Hospital,All Other Procedures,41,93,1.4,6.6,18_Q4
78259,2018,Q4,Provincial Health Services Authority,B.C. Women'S Hospital,Cyst/Ganglion Removal,7,5,3.4,9.5,18_Q4
78260,2018,Q4,Provincial Health Services Authority,B.C. Women'S Hospital,D&C and Related Surgery,72,201,1.1,10.2,18_Q4
78261,2018,Q4,Provincial Health Services Authority,B.C. Women'S Hospital,Fallopian Tube/Ovarian Surgery,75,62,9.6,16.1,18_Q4
78262,2018,Q4,Provincial Health Services Authority,B.C. Women'S Hospital,Laparoscopy,10,9,6.7,14.5,18_Q4
78263,2018,Q4,Provincial Health Services Authority,B.C. Women'S Hospital,Skin Tumour Removal,3,5,3.9,5.5,18_Q4
78264,2018,Q4,Provincial Health Services Authority,B.C. Women'S Hospital,Uterine Surgery,349,482,4.6,14.1,18_Q4
78265,2018,Q4,Provincial Health Services Authority,B.C. Women'S Hospital,Vaginal Repair,16,13,6.4,22.3,18_Q4
80238,2019,Q1,Provincial Health Services Authority,B.C. Cancer Agency,All Other Procedures,22,78,2.9,5.9,19_Q1
80240,2019,Q1,Provincial Health Services Authority,B.C. Cancer Agency,Breast Biopsy,13,46,2.4,4.9,19_Q1
80241,2019,Q1,Provincial Health Services Authority,B.C. Cancer Agency,Excision Lesion/Tumour,11,32,4.0,6.3,19_Q1
80242,2019,Q1,Provincial Health Services Authority,B.C. Cancer Agency,Skin Tumour Removal,3,10,2.3,4.2,19_Q1
80243,2019,Q1,Provincial Health Services Authority,B.C. Cancer Agency,Vaginal Repair,3,10,6.2,9.3,19_Q1
80244,2019,Q1,Provincial Health Services Authority,B.C. Children'S Hospital,All Other Procedures,22,37,1.9,14.2,19_Q1
80246,2019,Q1,Provincial Health Services Authority,B.C. Children'S Hospital,Biopsy in OR,3,15,0.9,4.7,19_Q1
80247,2019,Q1,Provincial Health Services Authority,B.C. Children'S Hospital,CSF Drainage,3,7,0.7,10.7,19_Q1
80248,2019,Q1,Provincial Health Services Authority,B.C. Children'S Hospital,Cranial Surgery,8,25,3.1,7.5,19_Q1
80249,2019,Q1,Provincial Health Services Authority,B.C. Children'S Hospital,Cyst/Ganglion Removal,8,18,2.0,13.9,19_Q1
80250,2019,Q1,Provincial Health Services Authority,B.C. Children'S Hospital,Dental Surgery,181,308,4.4,12.0,19_Q1
80251,2019,Q1,Provincial Health Services Authority,B.C. Children'S Hospital,Examination Under Anaesthetic,26,30,4.0,16.8,19_Q1
80252,2019,Q1,Provincial Health Services Authority,B.C. Children'S Hospital,Excision Lesion/Tumour,23,26,4.4,10.4,19_Q1
80253,2019,Q1,Provincial Health Services Authority,B.C. Children'S Hospital,Fracture Repair,15,13,0.3,2.0,19_Q1
80254,2019,Q1,Provincial Health Services Authority,B.C. Children'S Hospital,Gastrostomy/Jejunostomy,23,25,1.6,8.7,19_Q1
80255,2019,Q1,Provincial Health Services Authority,B.C. Children'S Hospital,Hernia Repair - Abdominal,48,77,6.1,15.5,19_Q1
80256,2019,Q1,Provincial Health Services Authority,B.C. Children'S Hospital,Knee - ACL Repair,20,13,15.6,23.1,19_Q1
80257,2019,Q1,Provincial Health Services Authority,B.C. Children'S Hospital,Knee Arthroscopy,21,8,2.6,14.2,19_Q1
80258,2019,Q1,Provincial Health Services Authority,B.C. Children'S Hospital,Laparoscopy,3,5,0.7,15.5,19_Q1
80259,2019,Q1,Provincial Health Services Authority,B.C. Children'S Hospital,Lens & Vitreous (non-cataract) Surgery,13,12,3.9,9.0,19_Q1
80260,2019,Q1,Provincial Health Services Authority,B.C. Children'S Hospital,Male Reproductive Surgery,76,92,5.5,15.4,19_Q1
80261,2019,Q1,Provincial Health Services Authority,B.C. Children'S Hospital,Myringotomy,34,49,5.6,12.2,19_Q1
