,year,quarter,health_authority,hospital,procedure,waiting,completed,wait_time_50,wait_time_90
707,2009-01-01,Q1,Interior,East Kootenay Regional Hospital,Cholecystectomy,15,26,3.7,9.2
708,2009-01-01,Q1,Interior,East Kootenay Regional Hospital,Colostomy/Ileostomy,8,8,4.2,11.1
709,2009-01-01,Q1,Interior,East Kootenay Regional Hospital,D&C and Related Surgery,19,38,3.9,8.5
710,2009-01-01,Q1,Interior,East Kootenay Regional Hospital,Fallopian Tube/Ovarian Surgery,11,27,5.4,15.3
711,2009-01-01,Q1,Interior,East Kootenay Regional Hospital,Hernia Repair - Abdominal,60,50,3.6,19.0
712,2009-01-01,Q1,Interior,East Kootenay Regional Hospital,Hip Replacement,20,19,3.9,7.3
713,2009-01-01,Q1,Interior,East Kootenay Regional Hospital,Kidney/Bladder Stone Removal,13,16,3.0,19.9
714,2009-01-01,Q1,Interior,East Kootenay Regional Hospital,Knee - Meniscectomy,3,7,1.6,3.6
715,2009-01-01,Q1,Interior,East Kootenay Regional Hospital,Knee Arthroscopy,77,48,7.5,40.7
716,2009-01-01,Q1,Interior,East Kootenay Regional Hospital,Knee Replacement,54,28,8.7,41.5
717,2009-01-01,Q1,Interior,East Kootenay Regional Hospital,Male Reproductive Surgery,20,10,14.0,23.9
718,2009-01-01,Q1,Interior,East Kootenay Regional Hospital,Mastectomy,6,10,1.6,2.7
719,2009-01-01,Q1,Interior,East Kootenay Regional Hospital,Myringotomy,8,10,4.1,8.7
720,2009-01-01,Q1,Interior,East Kootenay Regional Hospital,Nasal Surgery,62,38,13.1,21.0
721,2009-01-01,Q1,Interior,East Kootenay Regional Hospital,Other Joint Reconstruction,16,11,4.0,41.1
722,2009-01-01,Q1,Interior,East Kootenay Regional Hospital,Other Orthopaedic Surgery,44,23,2.0,34.9
723,2009-01-01,Q1,Interior,East Kootenay Regional Hospital,Other Urology Surgery,8,8,7.6,32.0
724,2009-01-01,Q1,Interior,East Kootenay Regional Hospital,Prostate Surgery,23,19,5.4,14.2
725,2009-01-01,Q1,Interior,East Kootenay Regional Hospital,Rectal Surgery,9,5,5.0,23.9
726,2009-01-01,Q1,Interior,East Kootenay Regional Hospital,Shoulder Surgery,24,8,11.3,40.2
727,2009-01-01,Q1,Interior,East Kootenay Regional Hospital,Sinus Surgery,7,7,10.7,23.5
728,2009-01-01,Q1,Interior,East Kootenay Regional Hospital,Spinal/Back Surgery,43,18,30.0,52.7
729,2009-01-01,Q1,Interior,East Kootenay Regional Hospital,Tonsillectomy/Adenoidectomy,60,64,9.9,14.5
730,2009-01-01,Q1,Interior,East Kootenay Regional Hospital,Uterine Surgery,18,44,3.6,9.0
731,2009-01-01,Q1,Interior,East Kootenay Regional Hospital,Vaginal Repair,5,5,8.6,24.7
732,2009-01-01,Q1,Interior,East Kootenay Regional Hospital,Varicose Veins Ligation/Stripping,18,5,9.1,12.5
734,2009-01-01,Q1,Interior,Elk Valley Hospital,Dental Surgery,3,8,5.7,12.7
735,2009-01-01,Q1,Interior,Elk Valley Hospital,Hand/Wrist Surgery,3,5,6.4,27.0
736,2009-01-01,Q1,Interior,Elk Valley Hospital,Hernia Repair - Abdominal,7,7,3.1,6.6
737,2009-01-01,Q1,Interior,Elk Valley Hospital,Uterine Surgery,3,6,5.4,7.9
738,2009-01-01,Q1,Interior,Kelowna General Hospital,All Other Procedures,49,74,6.3,10.4
740,2009-01-01,Q1,Interior,Kelowna General Hospital,Aortic Aneurysm Repair,6,10,4.5,13.3
741,2009-01-01,Q1,Interior,Kelowna General Hospital,Biopsy in OR,27,64,3.0,4.6
742,2009-01-01,Q1,Interior,Kelowna General Hospital,Bladder Surgery,109,87,8.7,28.1
743,2009-01-01,Q1,Interior,Kelowna General Hospital,Bowel Resection,19,35,2.9,11.3
744,2009-01-01,Q1,Interior,Kelowna General Hospital,Breast Biopsy,8,24,2.4,4.7
745,2009-01-01,Q1,Interior,Kelowna General Hospital,Breast Reconstruction,41,33,7.6,29.3
746,2009-01-01,Q1,Interior,Kelowna General Hospital,Breast Reduction,84,28,8.6,32.6
747,2009-01-01,Q1,Interior,Kelowna General Hospital,Cataract Surgery,275,377,5.7,13.1
748,2009-01-01,Q1,Interior,Kelowna General Hospital,Cholecystectomy,98,55,8.1,26.0
749,2009-01-01,Q1,Interior,Kelowna General Hospital,Colostomy/Ileostomy,14,13,3.9,9.9
750,2009-01-01,Q1,Interior,Kelowna General Hospital,Cranial Surgery,6,13,2.0,8.1
751,2009-01-01,Q1,Interior,Kelowna General Hospital,Cyst/Ganglion Removal,17,11,7.1,26.4
752,2009-01-01,Q1,Interior,Kelowna General Hospital,D&C and Related Surgery,130,153,5.1,15.9
753,2009-01-01,Q1,Interior,Kelowna General Hospital,Dental Surgery,25,18,9.9,26.1
754,2009-01-01,Q1,Interior,Kelowna General Hospital,Endarterectomy,15,23,5.0,11.7
755,2009-01-01,Q1,Interior,Kelowna General Hospital,Excision Lesion/Tumour,10,21,3.3,8.0
756,2009-01-01,Q1,Interior,Kelowna General Hospital,Facial Bone Reconstruction,19,16,3.5,6.3
757,2009-01-01,Q1,Interior,Kelowna General Hospital,Fallopian Tube/Ovarian Surgery,90,54,13.6,44.4
758,2009-01-01,Q1,Interior,Kelowna General Hospital,Fracture Repair,14,21,0.3,3.7
759,2009-01-01,Q1,Interior,Kelowna General Hospital,Hand/Wrist Surgery,26,15,4.7,29.3
760,2009-01-01,Q1,Interior,Kelowna General Hospital,Hernia Repair - Abdominal,221,107,15.9,43.5
761,2009-01-01,Q1,Interior,Kelowna General Hospital,Hernia Repair - Hiatal,23,12,27.0,51.7
762,2009-01-01,Q1,Interior,Kelowna General Hospital,Hip Replacement,84,98,9.1,38.4
763,2009-01-01,Q1,Interior,Kelowna General Hospital,Kidney/Bladder Stone Removal,3,13,5.6,7.4
764,2009-01-01,Q1,Interior,Kelowna General Hospital,Knee - ACL Repair,34,26,9.4,16.4
765,2009-01-01,Q1,Interior,Kelowna General Hospital,Knee - Meniscectomy,26,37,9.1,20.2
766,2009-01-01,Q1,Interior,Kelowna General Hospital,Knee Arthroscopy,177,86,4.0,19.4
767,2009-01-01,Q1,Interior,Kelowna General Hospital,Knee Replacement,201,105,10.0,40.7
768,2009-01-01,Q1,Interior,Kelowna General Hospital,Laparoscopy,13,12,3.6,10.0
769,2009-01-01,Q1,Interior,Kelowna General Hospital,Laparotomy,3,9,5.3,19.9
770,2009-01-01,Q1,Interior,Kelowna General Hospital,Lung Surgery,7,13,4.0,5.6
771,2009-01-01,Q1,Interior,Kelowna General Hospital,Male Reproductive Surgery,23,19,10.1,23.6
772,2009-01-01,Q1,Interior,Kelowna General Hospital,Mastectomy,14,41,2.1,6.7
773,2009-01-01,Q1,Interior,Kelowna General Hospital,Myringotomy,19,20,3.5,6.4
774,2009-01-01,Q1,Interior,Kelowna General Hospital,Nasal Surgery,198,30,40.6,143.6
775,2009-01-01,Q1,Interior,Kelowna General Hospital,Nerve Surgery,28,16,4.8,18.5
776,2009-01-01,Q1,Interior,Kelowna General Hospital,Other Ear Surgery,10,7,9.4,60.2
777,2009-01-01,Q1,Interior,Kelowna General Hospital,Other Eye Surgery,77,42,17.8,50.4
778,2009-01-01,Q1,Interior,Kelowna General Hospital,Other Joint Reconstruction,62,13,8.3,37.0
779,2009-01-01,Q1,Interior,Kelowna General Hospital,Other Orthopaedic Surgery,168,107,5.4,22.4
780,2009-01-01,Q1,Interior,Kelowna General Hospital,Other Urology Surgery,35,63,3.9,13.3
781,2009-01-01,Q1,Interior,Kelowna General Hospital,Prostate Surgery,22,61,4.7,13.0
782,2009-01-01,Q1,Interior,Kelowna General Hospital,Rectal Surgery,46,24,12.1,26.4
783,2009-01-01,Q1,Interior,Kelowna General Hospital,Rib Resection,28,11,27.6,37.9
784,2009-01-01,Q1,Interior,Kelowna General Hospital,Scope of Chest,14,68,2.7,4.9
785,2009-01-01,Q1,Interior,Kelowna General Hospital,Shoulder Surgery,93,26,17.6,37.9
786,2009-01-01,Q1,Interior,Kelowna General Hospital,Sinus Surgery,52,10,18.9,30.7
787,2009-01-01,Q1,Interior,Kelowna General Hospital,Skin Surgery,43,25,3.1,12.4
788,2009-01-01,Q1,Interior,Kelowna General Hospital,Skin Tumour Removal,21,43,4.0,10.0
789,2009-01-01,Q1,Interior,Kelowna General Hospital,Sphincterotomy,5,6,3.6,16.9
790,2009-01-01,Q1,Interior,Kelowna General Hospital,Spinal/Back Surgery,151,128,9.1,25.6
791,2009-01-01,Q1,Interior,Kelowna General Hospital,Tendon Surgery,24,11,3.7,52.3
792,2009-01-01,Q1,Interior,Kelowna General Hospital,Thoracotomy,7,33,4.1,6.6
793,2009-01-01,Q1,Interior,Kelowna General Hospital,Thyroidectomy,9,16,5.6,10.8
794,2009-01-01,Q1,Interior,Kelowna General Hospital,Tonsillectomy/Adenoidectomy,83,45,16.1,35.8
795,2009-01-01,Q1,Interior,Kelowna General Hospital,Tympanoplasty,37,9,31.9,58.2
796,2009-01-01,Q1,Interior,Kelowna General Hospital,Uterine Surgery,147,92,8.6,40.4
797,2009-01-01,Q1,Interior,Kelowna General Hospital,Vaginal Repair,75,34,21.4,49.7
798,2009-01-01,Q1,Interior,Kelowna General Hospital,Varicose Veins Ligation/Stripping,158,8,61.6,101.9
799,2009-01-01,Q1,Interior,Kelowna General Hospital,Vascular Bypass Graft - Non Cardiac,21,23,4.9,14.8
800,2009-01-01,Q1,Interior,Kelowna General Hospital,Vascular Surgery - Other,21,43,1.7,10.4
801,2009-01-01,Q1,Interior,Kelowna General Hospital,Wound/Laceration Care,8,9,0.1,4.6
802,2009-01-01,Q1,Interior,Kootenay Boundary Regional Hospital,All Other Procedures,10,5,2.4,2.9
804,2009-01-01,Q1,Interior,Kootenay Boundary Regional Hospital,Biopsy in OR,7,20,2.0,10.6
805,2009-01-01,Q1,Interior,Kootenay Boundary Regional Hospital,Bladder Surgery,11,25,6.0,20.6
806,2009-01-01,Q1,Interior,Kootenay Boundary Regional Hospital,Bowel Resection,3,15,2.9,9.8
807,2009-01-01,Q1,Interior,Kootenay Boundary Regional Hospital,Breast Biopsy,7,30,2.3,7.3
808,2009-01-01,Q1,Interior,Kootenay Boundary Regional Hospital,Breast Reconstruction,8,10,18.6,42.3
809,2009-01-01,Q1,Interior,Kootenay Boundary Regional Hospital,Breast Reduction,12,15,32.0,87.1
810,2009-01-01,Q1,Interior,Kootenay Boundary Regional Hospital,Cataract Surgery,147,116,17.0,23.5
811,2009-01-01,Q1,Interior,Kootenay Boundary Regional Hospital,Cholecystectomy,31,23,5.3,19.7
812,2009-01-01,Q1,Interior,Kootenay Boundary Regional Hospital,Cyst/Ganglion Removal,7,7,8.1,71.5
813,2009-01-01,Q1,Interior,Kootenay Boundary Regional Hospital,D&C and Related Surgery,11,29,4.9,15.7
814,2009-01-01,Q1,Interior,Kootenay Boundary Regional Hospital,Dental Surgery,3,18,1.0,4.7
815,2009-01-01,Q1,Interior,Kootenay Boundary Regional Hospital,Fallopian Tube/Ovarian Surgery,12,5,8.9,15.1
816,2009-01-01,Q1,Interior,Kootenay Boundary Regional Hospital,Fracture Repair,5,9,4.4,12.4
817,2009-01-01,Q1,Interior,Kootenay Boundary Regional Hospital,Hand/Wrist Surgery,12,8,21.5,31.6
818,2009-01-01,Q1,Interior,Kootenay Boundary Regional Hospital,Hernia Repair - Abdominal,68,54,7.4,37.4
819,2009-01-01,Q1,Interior,Kootenay Boundary Regional Hospital,Hip Replacement,25,17,4.9,17.1
820,2009-01-01,Q1,Interior,Kootenay Boundary Regional Hospital,Knee - ACL Repair,20,9,11.7,52.4
821,2009-01-01,Q1,Interior,Kootenay Boundary Regional Hospital,Knee - Meniscectomy,48,15,12.1,34.2
822,2009-01-01,Q1,Interior,Kootenay Boundary Regional Hospital,Knee Arthroscopy,109,51,10.7,24.1
823,2009-01-01,Q1,Interior,Kootenay Boundary Regional Hospital,Knee Replacement,39,28,7.9,39.0
824,2009-01-01,Q1,Interior,Kootenay Boundary Regional Hospital,Laparoscopy,7,6,3.9,4.6
825,2009-01-01,Q1,Interior,Kootenay Boundary Regional Hospital,Lipectomy,6,5,2.7,73.5
826,2009-01-01,Q1,Interior,Kootenay Boundary Regional Hospital,Male Reproductive Surgery,23,5,6.7,66.8
827,2009-01-01,Q1,Interior,Kootenay Boundary Regional Hospital,Mastectomy,7,15,2.9,32.8
828,2009-01-01,Q1,Interior,Kootenay Boundary Regional Hospital,Nasal Surgery,15,10,16.1,29.5
829,2009-01-01,Q1,Interior,Kootenay Boundary Regional Hospital,Nerve Surgery,3,5,7.6,33.0
830,2009-01-01,Q1,Interior,Kootenay Boundary Regional Hospital,Other Joint Reconstruction,28,19,12.6,34.1
831,2009-01-01,Q1,Interior,Kootenay Boundary Regional Hospital,Other Orthopaedic Surgery,69,43,6.7,20.0
832,2009-01-01,Q1,Interior,Kootenay Boundary Regional Hospital,Other Urology Surgery,8,12,3.1,26.9
833,2009-01-01,Q1,Interior,Kootenay Boundary Regional Hospital,Prostate Surgery,14,24,2.6,6.0
834,2009-01-01,Q1,Interior,Kootenay Boundary Regional Hospital,Rectal Surgery,7,11,6.4,41.0
835,2009-01-01,Q1,Interior,Kootenay Boundary Regional Hospital,Shoulder Surgery,204,30,14.7,63.8
836,2009-01-01,Q1,Interior,Kootenay Boundary Regional Hospital,Sinus Surgery,27,9,24.0,46.7
837,2009-01-01,Q1,Interior,Kootenay Boundary Regional Hospital,Skin Surgery,13,6,35.4,50.5
838,2009-01-01,Q1,Interior,Kootenay Boundary Regional Hospital,Skin Tumour Removal,23,8,7.6,21.1
839,2009-01-01,Q1,Interior,Kootenay Boundary Regional Hospital,Uterine Surgery,14,28,10.3,25.2
840,2009-01-01,Q1,Interior,Kootenay Boundary Regional Hospital,Vaginal Repair,3,7,8.3,27.4
841,2009-01-01,Q1,Interior,Kootenay Boundary Regional Hospital,Vascular Surgery - Other,3,14,1.4,4.1
842,2009-01-01,Q1,Interior,Kootenay Boundary Regional Hospital,Wound/Laceration Care,3,5,7.1,8.8
844,2009-01-01,Q1,Interior,Kootenay Lake Hospital,Bladder Surgery,3,5,2.0,9.6
845,2009-01-01,Q1,Interior,Kootenay Lake Hospital,Cataract Surgery,29,103,4.7,10.1
846,2009-01-01,Q1,Interior,Kootenay Lake Hospital,D&C and Related Surgery,9,26,5.3,8.2
847,2009-01-01,Q1,Interior,Kootenay Lake Hospital,Knee Arthroscopy,13,10,10.9,20.1
848,2009-01-01,Q1,Interior,Kootenay Lake Hospital,Laparoscopy,10,20,5.9,10.5
849,2009-01-01,Q1,Interior,Kootenay Lake Hospital,Uterine Surgery,11,12,5.1,8.6
851,2009-01-01,Q1,Interior,Penticton Regional Hospital,All Other Procedures,7,13,1.4,7.4
853,2009-01-01,Q1,Interior,Penticton Regional Hospital,Bladder Surgery,26,45,2.9,24.4
854,2009-01-01,Q1,Interior,Penticton Regional Hospital,Bowel Resection,3,23,1.6,2.9
855,2009-01-01,Q1,Interior,Penticton Regional Hospital,Breast Biopsy,8,21,2.0,3.7
856,2009-01-01,Q1,Interior,Penticton Regional Hospital,Cholecystectomy,19,30,3.2,10.3
857,2009-01-01,Q1,Interior,Penticton Regional Hospital,Cyst/Ganglion Removal,7,10,2.1,6.7
858,2009-01-01,Q1,Interior,Penticton Regional Hospital,D&C and Related Surgery,15,75,1.3,5.4
859,2009-01-01,Q1,Interior,Penticton Regional Hospital,Excision Lesion/Tumour,3,9,1.9,5.0
860,2009-01-01,Q1,Interior,Penticton Regional Hospital,Fallopian Tube/Ovarian Surgery,5,18,2.1,4.1
861,2009-01-01,Q1,Interior,Penticton Regional Hospital,Hand/Wrist Surgery,26,17,2.9,22.2
862,2009-01-01,Q1,Interior,Penticton Regional Hospital,Hernia Repair - Abdominal,43,78,6.3,27.2
863,2009-01-01,Q1,Interior,Penticton Regional Hospital,Hip Replacement,40,28,6.8,17.2
864,2009-01-01,Q1,Interior,Penticton Regional Hospital,Kidney/Bladder Stone Removal,9,20,3.4,11.7
865,2009-01-01,Q1,Interior,Penticton Regional Hospital,Knee - ACL Repair,15,9,8.4,51.7
866,2009-01-01,Q1,Interior,Penticton Regional Hospital,Knee - Meniscectomy,3,60,6.3,14.8
867,2009-01-01,Q1,Interior,Penticton Regional Hospital,Knee Arthroscopy,34,38,4.4,10.8
868,2009-01-01,Q1,Interior,Penticton Regional Hospital,Knee Replacement,54,52,6.9,35.0
869,2009-01-01,Q1,Interior,Penticton Regional Hospital,Male Reproductive Surgery,20,11,14.9,22.3
870,2009-01-01,Q1,Interior,Penticton Regional Hospital,Mastectomy,3,36,1.6,2.9
871,2009-01-01,Q1,Interior,Penticton Regional Hospital,Myringotomy,7,10,3.5,8.9
872,2009-01-01,Q1,Interior,Penticton Regional Hospital,Nasal Surgery,76,17,24.9,52.3
873,2009-01-01,Q1,Interior,Penticton Regional Hospital,Other Joint Reconstruction,13,11,4.7,12.7
874,2009-01-01,Q1,Interior,Penticton Regional Hospital,Other Orthopaedic Surgery,25,36,4.9,19.9
875,2009-01-01,Q1,Interior,Penticton Regional Hospital,Other Urology Surgery,14,23,4.0,20.1
876,2009-01-01,Q1,Interior,Penticton Regional Hospital,Prostate Surgery,23,24,3.8,17.6
877,2009-01-01,Q1,Interior,Penticton Regional Hospital,Rectal Surgery,5,7,2.0,26.2
878,2009-01-01,Q1,Interior,Penticton Regional Hospital,Shoulder Surgery,33,25,5.3,14.3
879,2009-01-01,Q1,Interior,Penticton Regional Hospital,Sinus Surgery,148,27,26.3,56.5
880,2009-01-01,Q1,Interior,Penticton Regional Hospital,Skin Tumour Removal,3,9,5.7,10.7
881,2009-01-01,Q1,Interior,Penticton Regional Hospital,Thyroidectomy,3,5,31.0,37.5
882,2009-01-01,Q1,Interior,Penticton Regional Hospital,Tonsillectomy/Adenoidectomy,29,11,20.1,45.1
883,2009-01-01,Q1,Interior,Penticton Regional Hospital,Uterine Surgery,16,53,2.0,10.6
884,2009-01-01,Q1,Interior,Penticton Regional Hospital,Vaginal Repair,13,22,2.7,17.1
885,2009-01-01,Q1,Interior,Penticton Regional Hospital,Vascular Surgery - Other,3,10,1.3,2.9
887,2009-01-01,Q1,Interior,Pleasant Valley Health Centre,Cataract Surgery,381,524,6.7,15.9
888,2009-01-01,Q1,Interior,Pleasant Valley Health Centre,Other Eye Surgery,3,5,14.9,17.8
890,2009-01-01,Q1,Interior,Queen Victoria Hospital,Hernia Repair - Abdominal,8,5,17.0,19.5
891,2009-01-01,Q1,Interior,Queen Victoria Hospital,Knee Arthroscopy,3,9,7.9,12.9
892,2009-01-01,Q1,Interior,Royal Inland Hospital,All Other Procedures,49,48,2.9,16.9
894,2009-01-01,Q1,Interior,Royal Inland Hospital,Biopsy in OR,12,12,3.3,6.6
895,2009-01-01,Q1,Interior,Royal Inland Hospital,Bladder Surgery,121,70,8.4,22.2
896,2009-01-01,Q1,Interior,Royal Inland Hospital,Bowel Resection,13,22,2.4,7.5
897,2009-01-01,Q1,Interior,Royal Inland Hospital,Breast Biopsy,11,19,1.4,4.1
898,2009-01-01,Q1,Interior,Royal Inland Hospital,Breast Reconstruction,7,5,3.4,5.3
899,2009-01-01,Q1,Interior,Royal Inland Hospital,Breast Reduction,34,39,11.7,36.1
900,2009-01-01,Q1,Interior,Royal Inland Hospital,Cataract Surgery,692,267,25.3,35.3
901,2009-01-01,Q1,Interior,Royal Inland Hospital,Cholecystectomy,53,67,4.6,17.3
902,2009-01-01,Q1,Interior,Royal Inland Hospital,Cranial Surgery,3,10,1.3,17.3
903,2009-01-01,Q1,Interior,Royal Inland Hospital,Cyst/Ganglion Removal,19,12,2.2,9.2
904,2009-01-01,Q1,Interior,Royal Inland Hospital,D&C and Related Surgery,68,75,7.3,16.1
905,2009-01-01,Q1,Interior,Royal Inland Hospital,Dental Surgery,127,77,5.4,13.1
906,2009-01-01,Q1,Interior,Royal Inland Hospital,Examination Under Anaesthetic,3,5,2.0,2.7
907,2009-01-01,Q1,Interior,Royal Inland Hospital,Excision Lesion/Tumour,11,19,5.3,13.1
908,2009-01-01,Q1,Interior,Royal Inland Hospital,Fallopian Tube/Ovarian Surgery,69,29,7.9,14.9
909,2009-01-01,Q1,Interior,Royal Inland Hospital,Fracture Repair,23,22,0.6,12.0
910,2009-01-01,Q1,Interior,Royal Inland Hospital,Hand/Wrist Surgery,34,13,12.6,45.3
911,2009-01-01,Q1,Interior,Royal Inland Hospital,Hernia Repair - Abdominal,115,95,7.0,24.2
912,2009-01-01,Q1,Interior,Royal Inland Hospital,Hip Replacement,84,42,13.9,32.9
913,2009-01-01,Q1,Interior,Royal Inland Hospital,Kidney/Bladder Stone Removal,3,7,4.0,6.8
914,2009-01-01,Q1,Interior,Royal Inland Hospital,Knee - ACL Repair,34,28,10.1,20.2
915,2009-01-01,Q1,Interior,Royal Inland Hospital,Knee - Meniscectomy,114,36,11.9,57.4
916,2009-01-01,Q1,Interior,Royal Inland Hospital,Knee Arthroscopy,136,45,6.4,67.9
917,2009-01-01,Q1,Interior,Royal Inland Hospital,Knee Replacement,202,71,18.4,35.0
918,2009-01-01,Q1,Interior,Royal Inland Hospital,Laparoscopy,43,25,8.4,12.8
919,2009-01-01,Q1,Interior,Royal Inland Hospital,Lens & Vitreous (non-cataract) Surgery,63,48,3.8,29.5
920,2009-01-01,Q1,Interior,Royal Inland Hospital,Male Reproductive Surgery,48,15,14.6,33.5
921,2009-01-01,Q1,Interior,Royal Inland Hospital,Mastectomy,12,24,1.6,4.1
922,2009-01-01,Q1,Interior,Royal Inland Hospital,Myringotomy,29,21,9.4,15.6
923,2009-01-01,Q1,Interior,Royal Inland Hospital,Nasal Surgery,152,8,24.3,57.7
924,2009-01-01,Q1,Interior,Royal Inland Hospital,Nerve Surgery,253,51,25.6,43.6
925,2009-01-01,Q1,Interior,Royal Inland Hospital,Other Eye Surgery,16,10,0.7,12.0
926,2009-01-01,Q1,Interior,Royal Inland Hospital,Other Joint Reconstruction,84,29,12.3,51.2
927,2009-01-01,Q1,Interior,Royal Inland Hospital,Other Orthopaedic Surgery,193,73,8.1,36.1
928,2009-01-01,Q1,Interior,Royal Inland Hospital,Other Urology Surgery,283,103,16.0,69.1
929,2009-01-01,Q1,Interior,Royal Inland Hospital,Prostate Surgery,77,48,8.1,35.9
930,2009-01-01,Q1,Interior,Royal Inland Hospital,Rectal Surgery,23,8,3.8,20.8
931,2009-01-01,Q1,Interior,Royal Inland Hospital,Shoulder Surgery,195,39,12.9,50.2
932,2009-01-01,Q1,Interior,Royal Inland Hospital,Sinus Surgery,46,11,22.9,113.9
933,2009-01-01,Q1,Interior,Royal Inland Hospital,Skin Surgery,14,29,4.6,13.1
934,2009-01-01,Q1,Interior,Royal Inland Hospital,Skin Tumour Removal,26,22,7.9,18.9
935,2009-01-01,Q1,Interior,Royal Inland Hospital,Spinal/Back Surgery,214,58,9.2,70.4
936,2009-01-01,Q1,Interior,Royal Inland Hospital,Tendon Surgery,21,21,0.9,9.9
937,2009-01-01,Q1,Interior,Royal Inland Hospital,Thyroidectomy,8,16,7.1,20.4
938,2009-01-01,Q1,Interior,Royal Inland Hospital,Tonsillectomy/Adenoidectomy,365,29,19.1,73.8
939,2009-01-01,Q1,Interior,Royal Inland Hospital,Uterine Surgery,95,89,8.0,16.9
940,2009-01-01,Q1,Interior,Royal Inland Hospital,Vaginal Repair,37,21,12.6,31.1
941,2009-01-01,Q1,Interior,Royal Inland Hospital,Vascular Bypass Graft - Non Cardiac,13,17,7.0,13.7
942,2009-01-01,Q1,Interior,Royal Inland Hospital,Vascular Surgery - Other,17,23,1.7,9.1
943,2009-01-01,Q1,Interior,Royal Inland Hospital,Wound/Laceration Care,6,5,1.0,1.9
945,2009-01-01,Q1,Interior,Shuswap Lake General Hospital,Biopsy in OR,3,5,1.7,4.5
946,2009-01-01,Q1,Interior,Shuswap Lake General Hospital,Breast Biopsy,3,5,2.4,8.2
947,2009-01-01,Q1,Interior,Shuswap Lake General Hospital,Cholecystectomy,8,10,2.9,4.0
948,2009-01-01,Q1,Interior,Shuswap Lake General Hospital,Cyst/Ganglion Removal,5,5,9.7,17.7
949,2009-01-01,Q1,Interior,Shuswap Lake General Hospital,Dental Surgery,16,8,11.4,14.4
950,2009-01-01,Q1,Interior,Shuswap Lake General Hospital,Hand/Wrist Surgery,9,19,6.1,15.4
951,2009-01-01,Q1,Interior,Shuswap Lake General Hospital,Hernia Repair - Abdominal,26,33,4.4,21.3
952,2009-01-01,Q1,Interior,Shuswap Lake General Hospital,Knee Arthroscopy,33,21,7.0,20.1
953,2009-01-01,Q1,Interior,Shuswap Lake General Hospital,Male Reproductive Surgery,16,28,7.3,10.4
