,year,quarter,health_authority,hospital,procedure,waiting,completed,wait_time_50,wait_time_90
1123,2009-01-01,Q1,Northern,G.R. Baker Memorial Hospital,Lipectomy,3,11,2.9,9.0
1124,2009-01-01,Q1,Northern,G.R. Baker Memorial Hospital,Male Reproductive Surgery,7,8,7.3,9.5
1125,2009-01-01,Q1,Northern,G.R. Baker Memorial Hospital,Myringotomy,3,8,4.6,7.0
1126,2009-01-01,Q1,Northern,G.R. Baker Memorial Hospital,Nasal Surgery,12,12,15.7,20.6
1127,2009-01-01,Q1,Northern,G.R. Baker Memorial Hospital,Other Orthopaedic Surgery,8,6,2.3,8.0
1128,2009-01-01,Q1,Northern,G.R. Baker Memorial Hospital,Other Urology Surgery,16,30,0.1,107.0
1129,2009-01-01,Q1,Northern,G.R. Baker Memorial Hospital,Skin Surgery,3,5,1.6,3.5
1130,2009-01-01,Q1,Northern,G.R. Baker Memorial Hospital,Skin Tumour Removal,16,25,2.1,5.4
1131,2009-01-01,Q1,Northern,G.R. Baker Memorial Hospital,Tonsillectomy/Adenoidectomy,63,15,17.7,27.4
1132,2009-01-01,Q1,Northern,G.R. Baker Memorial Hospital,Uterine Surgery,3,7,2.1,3.1
1133,2009-01-01,Q1,Northern,G.R. Baker Memorial Hospital,Varicose Veins Ligation/Stripping,12,7,4.1,11.5
1134,2009-01-01,Q1,Northern,G.R. Baker Memorial Hospital,Vascular Surgery - Other,3,8,1.5,2.7
1135,2009-01-01,Q1,Northern,G.R. Baker Memorial Hospital,Wound/Laceration Care,3,16,0.5,2.4
1137,2009-01-01,Q1,Northern,Kitimat General Hospital,Cholecystectomy,3,6,8.1,11.2
1138,2009-01-01,Q1,Northern,Kitimat General Hospital,Hernia Repair - Abdominal,8,5,9.9,16.3
1139,2009-01-01,Q1,Northern,Kitimat General Hospital,Hip Replacement,3,5,41.4,44.6
1140,2009-01-01,Q1,Northern,Kitimat General Hospital,Knee Arthroscopy,15,39,7.0,15.9
1141,2009-01-01,Q1,Northern,Kitimat General Hospital,Knee Replacement,31,15,37.9,42.9
1142,2009-01-01,Q1,Northern,Kitimat General Hospital,Other Orthopaedic Surgery,7,16,6.6,50.1
1143,2009-01-01,Q1,Northern,Kitimat General Hospital,Shoulder Surgery,7,5,9.7,32.1
1144,2009-01-01,Q1,Northern,Mills Memorial Hospital,All Other Procedures,3,11,0.0,0.0
1146,2009-01-01,Q1,Northern,Mills Memorial Hospital,Cataract Surgery,90,170,0.0,0.0
1147,2009-01-01,Q1,Northern,Mills Memorial Hospital,Cholecystectomy,3,10,0.0,0.0
1148,2009-01-01,Q1,Northern,Mills Memorial Hospital,D&C and Related Surgery,3,6,0.0,0.1
1149,2009-01-01,Q1,Northern,Mills Memorial Hospital,Hand/Wrist Surgery,3,9,0.0,0.0
1150,2009-01-01,Q1,Northern,Mills Memorial Hospital,Hernia Repair - Abdominal,6,5,0.0,0.0
1151,2009-01-01,Q1,Northern,Mills Memorial Hospital,Uterine Surgery,9,30,0.0,0.0
1152,2009-01-01,Q1,Northern,Prince Rupert Regional Hospital,All Other Procedures,3,8,2.4,5.5
1154,2009-01-01,Q1,Northern,Prince Rupert Regional Hospital,Bladder Surgery,3,5,5.7,7.1
1155,2009-01-01,Q1,Northern,Prince Rupert Regional Hospital,Cholecystectomy,3,8,4.4,6.2
1156,2009-01-01,Q1,Northern,Prince Rupert Regional Hospital,D&C and Related Surgery,3,7,1.1,7.0
1157,2009-01-01,Q1,Northern,Prince Rupert Regional Hospital,Fallopian Tube/Ovarian Surgery,5,13,3.0,5.8
1158,2009-01-01,Q1,Northern,Prince Rupert Regional Hospital,Foot/Ankle Surgery,3,6,3.1,9.6
1159,2009-01-01,Q1,Northern,Prince Rupert Regional Hospital,Hernia Repair - Abdominal,3,9,3.3,6.1
1160,2009-01-01,Q1,Northern,Prince Rupert Regional Hospital,Knee Arthroscopy,3,20,1.8,4.0
1161,2009-01-01,Q1,Northern,Prince Rupert Regional Hospital,Knee Replacement,3,9,3.0,8.1
1162,2009-01-01,Q1,Northern,Prince Rupert Regional Hospital,Other Joint Reconstruction,3,7,3.0,6.5
1163,2009-01-01,Q1,Northern,Prince Rupert Regional Hospital,Other Orthopaedic Surgery,3,16,0.9,3.1
1164,2009-01-01,Q1,Northern,Prince Rupert Regional Hospital,Uterine Surgery,6,20,5.5,10.3
1165,2009-01-01,Q1,Northern,St. John Hospital,All Other Procedures,57,85,7.7,12.0
1167,2009-01-01,Q1,Northern,St. John Hospital,Bladder Surgery,3,8,18.1,65.3
1168,2009-01-01,Q1,Northern,St. John Hospital,Cyst/Ganglion Removal,7,6,7.3,16.9
1169,2009-01-01,Q1,Northern,St. John Hospital,Dental Surgery,9,21,10.0,15.0
1170,2009-01-01,Q1,Northern,St. John Hospital,Fallopian Tube/Ovarian Surgery,3,7,12.1,21.1
1171,2009-01-01,Q1,Northern,St. John Hospital,Hernia Repair - Abdominal,3,9,11.1,22.7
1172,2009-01-01,Q1,Northern,St. John Hospital,Knee Arthroscopy,28,25,13.1,26.7
1173,2009-01-01,Q1,Northern,St. John Hospital,Male Reproductive Surgery,12,18,9.6,18.3
1174,2009-01-01,Q1,Northern,St. John Hospital,Myringotomy,5,13,4.6,7.7
1175,2009-01-01,Q1,Northern,St. John Hospital,Nasal Surgery,16,10,23.9,36.9
1176,2009-01-01,Q1,Northern,St. John Hospital,Other Orthopaedic Surgery,13,10,10.6,13.0
1177,2009-01-01,Q1,Northern,St. John Hospital,Tonsillectomy/Adenoidectomy,62,22,14.0,25.7
1178,2009-01-01,Q1,Northern,St. John Hospital,Uterine Surgery,5,10,6.9,11.0
1179,2009-01-01,Q1,Northern,The University Hospital Of Northern British Columbia,All Other Procedures,56,27,5.0,51.3
1181,2009-01-01,Q1,Northern,The University Hospital Of Northern British Columbia,Biopsy in OR,13,14,2.9,6.6
1182,2009-01-01,Q1,Northern,The University Hospital Of Northern British Columbia,Bladder Surgery,83,47,3.4,46.7
1183,2009-01-01,Q1,Northern,The University Hospital Of Northern British Columbia,Bowel Resection,12,23,2.9,9.3
1184,2009-01-01,Q1,Northern,The University Hospital Of Northern British Columbia,Breast Biopsy,7,26,3.0,4.4
1185,2009-01-01,Q1,Northern,The University Hospital Of Northern British Columbia,Breast Reconstruction,11,10,2.2,13.5
1186,2009-01-01,Q1,Northern,The University Hospital Of Northern British Columbia,Breast Reduction,70,24,12.0,24.0
1187,2009-01-01,Q1,Northern,The University Hospital Of Northern British Columbia,Cataract Surgery,173,222,4.7,30.0
1188,2009-01-01,Q1,Northern,The University Hospital Of Northern British Columbia,Cholecystectomy,55,49,10.0,24.5
1189,2009-01-01,Q1,Northern,The University Hospital Of Northern British Columbia,Colostomy/Ileostomy,3,9,11.1,53.8
1190,2009-01-01,Q1,Northern,The University Hospital Of Northern British Columbia,Cone Biopsy,5,23,3.6,7.2
1191,2009-01-01,Q1,Northern,The University Hospital Of Northern British Columbia,Cyst/Ganglion Removal,26,6,3.1,39.4
1192,2009-01-01,Q1,Northern,The University Hospital Of Northern British Columbia,D&C and Related Surgery,49,32,4.1,12.4
1193,2009-01-01,Q1,Northern,The University Hospital Of Northern British Columbia,Dental Surgery,88,79,8.6,33.4
1194,2009-01-01,Q1,Northern,The University Hospital Of Northern British Columbia,Examination Under Anaesthetic,8,21,1.4,5.9
1195,2009-01-01,Q1,Northern,The University Hospital Of Northern British Columbia,Excision Lesion/Tumour,7,9,2.3,85.1
1196,2009-01-01,Q1,Northern,The University Hospital Of Northern British Columbia,Fallopian Tube/Ovarian Surgery,70,22,5.4,38.2
1197,2009-01-01,Q1,Northern,The University Hospital Of Northern British Columbia,Foot/Ankle Surgery,52,6,61.5,174.4
1198,2009-01-01,Q1,Northern,The University Hospital Of Northern British Columbia,Fracture Repair,21,14,9.6,49.0
1199,2009-01-01,Q1,Northern,The University Hospital Of Northern British Columbia,Hand/Wrist Surgery,48,19,15.0,78.4
1200,2009-01-01,Q1,Northern,The University Hospital Of Northern British Columbia,Hernia Repair - Abdominal,90,61,8.9,28.7
1201,2009-01-01,Q1,Northern,The University Hospital Of Northern British Columbia,Hip Replacement,108,26,37.1,83.1
1202,2009-01-01,Q1,Northern,The University Hospital Of Northern British Columbia,Kidney/Bladder Stone Removal,7,11,3.6,12.1
1203,2009-01-01,Q1,Northern,The University Hospital Of Northern British Columbia,Knee - ACL Repair,69,13,9.0,40.0
1204,2009-01-01,Q1,Northern,The University Hospital Of Northern British Columbia,Knee Arthroscopy,250,42,16.2,52.8
1205,2009-01-01,Q1,Northern,The University Hospital Of Northern British Columbia,Knee Replacement,420,47,38.0,103.3
1206,2009-01-01,Q1,Northern,The University Hospital Of Northern British Columbia,Laparoscopy,28,20,7.5,52.5
1207,2009-01-01,Q1,Northern,The University Hospital Of Northern British Columbia,Laparotomy,3,10,4.7,10.7
1208,2009-01-01,Q1,Northern,The University Hospital Of Northern British Columbia,Lens & Vitreous (non-cataract) Surgery,3,11,4.1,7.1
1209,2009-01-01,Q1,Northern,The University Hospital Of Northern British Columbia,Male Reproductive Surgery,41,14,8.4,91.5
1210,2009-01-01,Q1,Northern,The University Hospital Of Northern British Columbia,Mastectomy,6,31,2.1,5.1
1211,2009-01-01,Q1,Northern,The University Hospital Of Northern British Columbia,Nasal Surgery,32,7,67.9,110.1
1212,2009-01-01,Q1,Northern,The University Hospital Of Northern British Columbia,Oral Cavity & Pharynx Surgery,5,6,10.0,40.9
1213,2009-01-01,Q1,Northern,The University Hospital Of Northern British Columbia,Other Eye Surgery,18,5,5.6,25.4
1214,2009-01-01,Q1,Northern,The University Hospital Of Northern British Columbia,Other Joint Reconstruction,68,10,20.7,68.4
1215,2009-01-01,Q1,Northern,The University Hospital Of Northern British Columbia,Other Orthopaedic Surgery,206,52,8.1,34.6
1216,2009-01-01,Q1,Northern,The University Hospital Of Northern British Columbia,Other Urology Surgery,37,33,4.7,8.8
1217,2009-01-01,Q1,Northern,The University Hospital Of Northern British Columbia,Prostate Surgery,49,29,6.7,75.1
1218,2009-01-01,Q1,Northern,The University Hospital Of Northern British Columbia,Rectal Surgery,20,8,5.4,73.9
1219,2009-01-01,Q1,Northern,The University Hospital Of Northern British Columbia,Shoulder Surgery,204,33,23.0,82.4
1220,2009-01-01,Q1,Northern,The University Hospital Of Northern British Columbia,Sinus Surgery,41,8,12.8,58.2
1221,2009-01-01,Q1,Northern,The University Hospital Of Northern British Columbia,Skin Surgery,3,9,10.7,55.6
1222,2009-01-01,Q1,Northern,The University Hospital Of Northern British Columbia,Skin Tumour Removal,11,16,3.7,22.8
1223,2009-01-01,Q1,Northern,The University Hospital Of Northern British Columbia,Tendon Surgery,16,12,17.0,106.8
1224,2009-01-01,Q1,Northern,The University Hospital Of Northern British Columbia,Thyroidectomy,9,15,3.9,8.9
1225,2009-01-01,Q1,Northern,The University Hospital Of Northern British Columbia,Tonsillectomy/Adenoidectomy,72,11,75.0,100.7
1226,2009-01-01,Q1,Northern,The University Hospital Of Northern British Columbia,Uterine Surgery,172,122,4.4,28.8
1227,2009-01-01,Q1,Northern,The University Hospital Of Northern British Columbia,Vaginal Repair,42,11,12.0,97.1
1228,2009-01-01,Q1,Northern,The University Hospital Of Northern British Columbia,Vascular Surgery - Other,25,8,4.4,27.6
1229,2009-01-01,Q1,Northern,The University Hospital Of Northern British Columbia,Wound/Laceration Care,14,6,8.4,11.5
1231,2009-01-01,Q1,Northern,Wrinch Memorial Hospital,Dental Surgery,9,12,15.9,17.4
3046,2009-01-01,Q2,Northern,Bulkley Valley District Hospital,Bladder Surgery,9,5,10.3,23.8
3047,2009-01-01,Q2,Northern,Bulkley Valley District Hospital,Hernia Repair - Abdominal,9,10,12.9,33.6
3048,2009-01-01,Q2,Northern,Bulkley Valley District Hospital,Knee Arthroscopy,11,11,7.1,16.0
3049,2009-01-01,Q2,Northern,Bulkley Valley District Hospital,Other Urology Surgery,34,14,22.1,49.3
3050,2009-01-01,Q2,Northern,Bulkley Valley District Hospital,Uterine Surgery,3,9,6.6,22.3
3051,2009-01-01,Q2,Northern,Dawson Creek And District Hospital,All Other Procedures,3,5,2.0,3.8
3053,2009-01-01,Q2,Northern,Dawson Creek And District Hospital,Bladder Surgery,6,6,5.5,22.0
3054,2009-01-01,Q2,Northern,Dawson Creek And District Hospital,Cholecystectomy,10,12,4.6,7.8
3055,2009-01-01,Q2,Northern,Dawson Creek And District Hospital,Cone Biopsy,3,9,2.1,4.1
3056,2009-01-01,Q2,Northern,Dawson Creek And District Hospital,D&C and Related Surgery,3,22,2.3,8.0
3057,2009-01-01,Q2,Northern,Dawson Creek And District Hospital,Fallopian Tube/Ovarian Surgery,3,6,6.1,11.6
3058,2009-01-01,Q2,Northern,Dawson Creek And District Hospital,Hernia Repair - Abdominal,19,26,4.1,11.3
3059,2009-01-01,Q2,Northern,Dawson Creek And District Hospital,Hip Replacement,24,7,25.0,30.8
3060,2009-01-01,Q2,Northern,Dawson Creek And District Hospital,Knee Arthroscopy,21,10,4.3,12.0
3061,2009-01-01,Q2,Northern,Dawson Creek And District Hospital,Knee Replacement,43,16,20.0,46.4
3062,2009-01-01,Q2,Northern,Dawson Creek And District Hospital,Nerve Surgery,3,10,6.4,13.6
3063,2009-01-01,Q2,Northern,Dawson Creek And District Hospital,Other Orthopaedic Surgery,21,25,4.4,12.2
3064,2009-01-01,Q2,Northern,Dawson Creek And District Hospital,Shoulder Surgery,24,21,5.6,14.7
3065,2009-01-01,Q2,Northern,Dawson Creek And District Hospital,Tonsillectomy/Adenoidectomy,8,11,8.1,22.3
3066,2009-01-01,Q2,Northern,Dawson Creek And District Hospital,Uterine Surgery,5,9,5.3,10.4
3067,2009-01-01,Q2,Northern,Fort St John General Hospital,All Other Procedures,47,171,7.6,15.0
3069,2009-01-01,Q2,Northern,Fort St John General Hospital,Bladder Surgery,9,12,2.9,11.8
3070,2009-01-01,Q2,Northern,Fort St John General Hospital,Cataract Surgery,153,62,37.1,51.1
3071,2009-01-01,Q2,Northern,Fort St John General Hospital,Cholecystectomy,14,19,3.0,7.2
3072,2009-01-01,Q2,Northern,Fort St John General Hospital,Cyst/Ganglion Removal,5,14,4.1,9.7
3073,2009-01-01,Q2,Northern,Fort St John General Hospital,D&C and Related Surgery,7,14,1.6,3.3
3074,2009-01-01,Q2,Northern,Fort St John General Hospital,Dental Surgery,3,18,3.8,13.6
3075,2009-01-01,Q2,Northern,Fort St John General Hospital,Excision Lesion/Tumour,5,5,3.7,7.9
3076,2009-01-01,Q2,Northern,Fort St John General Hospital,Fallopian Tube/Ovarian Surgery,14,9,3.7,12.0
3077,2009-01-01,Q2,Northern,Fort St John General Hospital,Hand/Wrist Surgery,12,16,5.0,10.5
3078,2009-01-01,Q2,Northern,Fort St John General Hospital,Hernia Repair - Abdominal,26,24,4.4,10.9
3079,2009-01-01,Q2,Northern,Fort St John General Hospital,Knee Arthroscopy,30,11,13.0,14.0
3080,2009-01-01,Q2,Northern,Fort St John General Hospital,Laparoscopy,3,6,2.1,4.8
3081,2009-01-01,Q2,Northern,Fort St John General Hospital,Lipectomy,3,7,4.9,9.3
3082,2009-01-01,Q2,Northern,Fort St John General Hospital,Male Reproductive Surgery,6,12,4.7,9.4
3083,2009-01-01,Q2,Northern,Fort St John General Hospital,Other Orthopaedic Surgery,19,8,9.6,16.7
3084,2009-01-01,Q2,Northern,Fort St John General Hospital,Skin Tumour Removal,5,7,1.6,6.0
3085,2009-01-01,Q2,Northern,Fort St John General Hospital,Tonsillectomy/Adenoidectomy,10,22,7.4,16.3
3086,2009-01-01,Q2,Northern,Fort St John General Hospital,Uterine Surgery,6,24,2.5,8.8
3087,2009-01-01,Q2,Northern,Fort St John General Hospital,Varicose Veins Ligation/Stripping,11,6,10.6,16.5
3088,2009-01-01,Q2,Northern,Fort St John General Hospital,Wound/Laceration Care,3,5,4.0,21.4
3089,2009-01-01,Q2,Northern,G.R. Baker Memorial Hospital,All Other Procedures,216,187,2.6,11.5
3091,2009-01-01,Q2,Northern,G.R. Baker Memorial Hospital,Breast Reconstruction,3,17,1.6,4.7
3092,2009-01-01,Q2,Northern,G.R. Baker Memorial Hospital,Cholecystectomy,3,18,2.0,6.7
3093,2009-01-01,Q2,Northern,G.R. Baker Memorial Hospital,Cyst/Ganglion Removal,18,9,5.1,9.8
3094,2009-01-01,Q2,Northern,G.R. Baker Memorial Hospital,Dental Surgery,24,24,2.5,21.2
3095,2009-01-01,Q2,Northern,G.R. Baker Memorial Hospital,Excision Lesion/Tumour,5,6,3.1,7.6
3096,2009-01-01,Q2,Northern,G.R. Baker Memorial Hospital,Hand/Wrist Surgery,6,6,8.9,20.5
3097,2009-01-01,Q2,Northern,G.R. Baker Memorial Hospital,Hernia Repair - Abdominal,18,22,2.4,11.0
3098,2009-01-01,Q2,Northern,G.R. Baker Memorial Hospital,Myringotomy,3,6,9.5,12.4
3099,2009-01-01,Q2,Northern,G.R. Baker Memorial Hospital,Nasal Surgery,15,7,12.4,19.8
3100,2009-01-01,Q2,Northern,G.R. Baker Memorial Hospital,Other Orthopaedic Surgery,12,7,3.0,4.1
3101,2009-01-01,Q2,Northern,G.R. Baker Memorial Hospital,Skin Tumour Removal,27,27,2.0,6.7
3102,2009-01-01,Q2,Northern,G.R. Baker Memorial Hospital,Tonsillectomy/Adenoidectomy,55,25,33.1,38.9
3103,2009-01-01,Q2,Northern,G.R. Baker Memorial Hospital,Wound/Laceration Care,3,8,0.6,5.7
3105,2009-01-01,Q2,Northern,Kitimat General Hospital,Cholecystectomy,3,5,1.4,9.7
3106,2009-01-01,Q2,Northern,Kitimat General Hospital,Hand/Wrist Surgery,3,5,6.1,20.3
3107,2009-01-01,Q2,Northern,Kitimat General Hospital,Hernia Repair - Abdominal,5,14,3.6,6.1
3108,2009-01-01,Q2,Northern,Kitimat General Hospital,Knee Arthroscopy,22,33,5.0,10.2
3109,2009-01-01,Q2,Northern,Kitimat General Hospital,Knee Replacement,23,12,23.9,38.9
3110,2009-01-01,Q2,Northern,Kitimat General Hospital,Other Orthopaedic Surgery,12,18,4.8,18.5
3111,2009-01-01,Q2,Northern,Kitimat General Hospital,Shoulder Surgery,3,12,5.8,17.7
3112,2009-01-01,Q2,Northern,Kitimat General Hospital,Vascular Surgery - Other,3,6,1.1,3.0
3114,2009-01-01,Q2,Northern,Mills Memorial Hospital,Cataract Surgery,76,142,5.1,18.6
3115,2009-01-01,Q2,Northern,Mills Memorial Hospital,Cholecystectomy,3,8,2.0,6.8
3116,2009-01-01,Q2,Northern,Mills Memorial Hospital,Cone Biopsy,3,5,0.1,0.1
3117,2009-01-01,Q2,Northern,Mills Memorial Hospital,Hernia Repair - Abdominal,6,10,8.1,13.7
3118,2009-01-01,Q2,Northern,Mills Memorial Hospital,Uterine Surgery,9,21,2.9,10.0
3119,2009-01-01,Q2,Northern,Prince Rupert Regional Hospital,All Other Procedures,3,5,1.1,7.1
3121,2009-01-01,Q2,Northern,Prince Rupert Regional Hospital,D&C and Related Surgery,3,6,2.4,6.0
3122,2009-01-01,Q2,Northern,Prince Rupert Regional Hospital,Fallopian Tube/Ovarian Surgery,5,13,1.1,2.0
3123,2009-01-01,Q2,Northern,Prince Rupert Regional Hospital,Foot/Ankle Surgery,3,5,2.6,7.7
3124,2009-01-01,Q2,Northern,Prince Rupert Regional Hospital,Hernia Repair - Abdominal,7,9,0.6,8.9
3125,2009-01-01,Q2,Northern,Prince Rupert Regional Hospital,Knee Arthroscopy,5,16,2.0,9.1
3126,2009-01-01,Q2,Northern,Prince Rupert Regional Hospital,Knee Replacement,7,8,4.5,6.5
3127,2009-01-01,Q2,Northern,Prince Rupert Regional Hospital,Nerve Surgery,3,6,1.3,6.0
3128,2009-01-01,Q2,Northern,Prince Rupert Regional Hospital,Other Orthopaedic Surgery,7,19,2.1,8.0
3129,2009-01-01,Q2,Northern,Prince Rupert Regional Hospital,Uterine Surgery,3,19,3.9,11.2
3130,2009-01-01,Q2,Northern,St. John Hospital,All Other Procedures,55,81,6.7,14.7
3132,2009-01-01,Q2,Northern,St. John Hospital,Cyst/Ganglion Removal,9,6,12.1,13.3
3133,2009-01-01,Q2,Northern,St. John Hospital,Dental Surgery,11,14,9.8,15.1
3134,2009-01-01,Q2,Northern,St. John Hospital,Knee Arthroscopy,18,19,11.1,19.8
3135,2009-01-01,Q2,Northern,St. John Hospital,Male Reproductive Surgery,13,9,7.7,12.6
3136,2009-01-01,Q2,Northern,St. John Hospital,Myringotomy,7,6,7.1,14.7
3137,2009-01-01,Q2,Northern,St. John Hospital,Other Orthopaedic Surgery,13,11,11.1,17.7
3138,2009-01-01,Q2,Northern,St. John Hospital,Tonsillectomy/Adenoidectomy,73,28,10.8,33.2
3139,2009-01-01,Q2,Northern,St. John Hospital,Uterine Surgery,7,15,4.9,10.1
3140,2009-01-01,Q2,Northern,The University Hospital Of Northern British Columbia,All Other Procedures,63,27,4.1,17.8
3142,2009-01-01,Q2,Northern,The University Hospital Of Northern British Columbia,Biopsy in OR,12,11,5.9,15.3
3143,2009-01-01,Q2,Northern,The University Hospital Of Northern British Columbia,Bladder Surgery,92,45,2.7,27.9
3144,2009-01-01,Q2,Northern,The University Hospital Of Northern British Columbia,Bowel Resection,14,14,3.7,9.3
3145,2009-01-01,Q2,Northern,The University Hospital Of Northern British Columbia,Breast Biopsy,5,27,3.3,6.1
3146,2009-01-01,Q2,Northern,The University Hospital Of Northern British Columbia,Breast Reconstruction,10,10,4.6,25.3
3147,2009-01-01,Q2,Northern,The University Hospital Of Northern British Columbia,Breast Reduction,69,18,18.9,23.7
