,year,quarter,health_authority,hospital,procedure,waiting,completed,wait_time_50,wait_time_90
1470,2009-01-01,Q1,Vancouver Coastal,Richmond Hospital,Vascular Surgery - Other,3,6,2.0,3.7
1472,2009-01-01,Q1,Vancouver Coastal,Sechelt Hospital,Cataract Surgery,45,44,2.7,22.3
1473,2009-01-01,Q1,Vancouver Coastal,Sechelt Hospital,D&C and Related Surgery,5,14,2.1,4.2
1474,2009-01-01,Q1,Vancouver Coastal,Sechelt Hospital,Dental Surgery,7,17,2.9,11.1
1475,2009-01-01,Q1,Vancouver Coastal,Sechelt Hospital,Hernia Repair - Abdominal,14,19,6.1,16.1
1476,2009-01-01,Q1,Vancouver Coastal,Sechelt Hospital,Mastectomy,3,10,2.5,4.1
1477,2009-01-01,Q1,Vancouver Coastal,Sechelt Hospital,Other Urology Surgery,22,19,8.9,24.4
1478,2009-01-01,Q1,Vancouver Coastal,Sechelt Hospital,Uterine Surgery,3,5,3.9,6.3
1480,2009-01-01,Q1,Vancouver Coastal,Squamish General Hospital,Cholecystectomy,9,11,11.0,33.9
1481,2009-01-01,Q1,Vancouver Coastal,Squamish General Hospital,Dental Surgery,12,16,6.1,29.9
1482,2009-01-01,Q1,Vancouver Coastal,Squamish General Hospital,Hand/Wrist Surgery,3,5,14.0,26.4
1483,2009-01-01,Q1,Vancouver Coastal,Squamish General Hospital,Hernia Repair - Abdominal,19,28,6.5,15.0
1484,2009-01-01,Q1,Vancouver Coastal,Squamish General Hospital,Knee - ACL Repair,30,26,4.2,21.1
1485,2009-01-01,Q1,Vancouver Coastal,Squamish General Hospital,Knee - Meniscectomy,44,49,2.1,8.5
1486,2009-01-01,Q1,Vancouver Coastal,Squamish General Hospital,Other Orthopaedic Surgery,17,8,2.1,23.8
1487,2009-01-01,Q1,Vancouver Coastal,Squamish General Hospital,Shoulder Surgery,100,12,20.1,38.4
1488,2009-01-01,Q1,Vancouver Coastal,Squamish General Hospital,Skin Tumour Removal,10,7,6.3,10.7
1489,2009-01-01,Q1,Vancouver Coastal,Squamish General Hospital,Tonsillectomy/Adenoidectomy,10,7,8.3,16.5
1490,2009-01-01,Q1,Vancouver Coastal,Squamish General Hospital,Uterine Surgery,3,6,2.0,4.9
1491,2009-01-01,Q1,Vancouver Coastal,St. Paul'S Hospital,All Other Procedures,62,90,2.6,7.5
1493,2009-01-01,Q1,Vancouver Coastal,St. Paul'S Hospital,Aortic Aneurysm Repair,8,15,4.6,5.7
1494,2009-01-01,Q1,Vancouver Coastal,St. Paul'S Hospital,Biopsy in OR,8,27,2.0,7.4
1495,2009-01-01,Q1,Vancouver Coastal,St. Paul'S Hospital,Bladder Surgery,41,43,2.7,6.3
1496,2009-01-01,Q1,Vancouver Coastal,St. Paul'S Hospital,Bowel Resection,52,70,2.4,9.5
1497,2009-01-01,Q1,Vancouver Coastal,St. Paul'S Hospital,Breast Reduction,95,16,20.1,42.6
1498,2009-01-01,Q1,Vancouver Coastal,St. Paul'S Hospital,Cholecystectomy,27,20,7.1,17.3
1499,2009-01-01,Q1,Vancouver Coastal,St. Paul'S Hospital,Colostomy/Ileostomy,34,24,3.0,25.4
1500,2009-01-01,Q1,Vancouver Coastal,St. Paul'S Hospital,Cone Biopsy,10,16,9.7,10.9
1501,2009-01-01,Q1,Vancouver Coastal,St. Paul'S Hospital,Cyst/Ganglion Removal,19,14,5.0,18.2
1502,2009-01-01,Q1,Vancouver Coastal,St. Paul'S Hospital,D&C and Related Surgery,73,114,3.3,10.6
1503,2009-01-01,Q1,Vancouver Coastal,St. Paul'S Hospital,Endarterectomy,3,11,1.9,3.7
1504,2009-01-01,Q1,Vancouver Coastal,St. Paul'S Hospital,Excision Lesion/Tumour,42,40,3.0,20.2
1505,2009-01-01,Q1,Vancouver Coastal,St. Paul'S Hospital,Fallopian Tube/Ovarian Surgery,62,63,4.0,12.7
1506,2009-01-01,Q1,Vancouver Coastal,St. Paul'S Hospital,Fistula Repair - Non Vascular,3,5,4.1,7.3
1507,2009-01-01,Q1,Vancouver Coastal,St. Paul'S Hospital,Foot/Ankle Surgery,63,47,2.0,15.1
1508,2009-01-01,Q1,Vancouver Coastal,St. Paul'S Hospital,Fracture Repair,13,34,0.2,2.2
1509,2009-01-01,Q1,Vancouver Coastal,St. Paul'S Hospital,Hand/Wrist Surgery,76,44,4.9,39.8
1510,2009-01-01,Q1,Vancouver Coastal,St. Paul'S Hospital,Hernia Repair - Abdominal,62,55,2.6,14.6
1511,2009-01-01,Q1,Vancouver Coastal,St. Paul'S Hospital,Hip Replacement,17,26,7.4,23.4
1512,2009-01-01,Q1,Vancouver Coastal,St. Paul'S Hospital,Kidney/Bladder Stone Removal,3,13,2.0,2.0
1513,2009-01-01,Q1,Vancouver Coastal,St. Paul'S Hospital,Knee - ACL Repair,18,6,20.8,54.9
1514,2009-01-01,Q1,Vancouver Coastal,St. Paul'S Hospital,Knee - Meniscectomy,10,9,5.3,38.6
1515,2009-01-01,Q1,Vancouver Coastal,St. Paul'S Hospital,Knee Arthroscopy,6,10,9.3,32.9
1516,2009-01-01,Q1,Vancouver Coastal,St. Paul'S Hospital,Knee Replacement,27,31,9.1,35.7
1517,2009-01-01,Q1,Vancouver Coastal,St. Paul'S Hospital,Laparoscopy,8,9,6.3,13.6
1518,2009-01-01,Q1,Vancouver Coastal,St. Paul'S Hospital,Male Reproductive Surgery,7,10,1.6,6.2
1519,2009-01-01,Q1,Vancouver Coastal,St. Paul'S Hospital,Mastectomy,3,6,1.4,1.7
1520,2009-01-01,Q1,Vancouver Coastal,St. Paul'S Hospital,Mastoidectomy,27,18,7.1,40.6
1521,2009-01-01,Q1,Vancouver Coastal,St. Paul'S Hospital,Nasal Surgery,60,14,6.2,22.9
1522,2009-01-01,Q1,Vancouver Coastal,St. Paul'S Hospital,Nerve Surgery,20,12,1.7,13.6
1523,2009-01-01,Q1,Vancouver Coastal,St. Paul'S Hospital,Other Ear Surgery,22,7,12.9,65.7
1524,2009-01-01,Q1,Vancouver Coastal,St. Paul'S Hospital,Other Eye Surgery,10,12,2.4,5.4
1525,2009-01-01,Q1,Vancouver Coastal,St. Paul'S Hospital,Other Joint Reconstruction,215,81,4.1,44.4
1526,2009-01-01,Q1,Vancouver Coastal,St. Paul'S Hospital,Other Orthopaedic Surgery,152,116,2.8,25.9
1527,2009-01-01,Q1,Vancouver Coastal,St. Paul'S Hospital,Other Urology Surgery,44,99,2.0,6.1
1528,2009-01-01,Q1,Vancouver Coastal,St. Paul'S Hospital,Prostate Surgery,32,43,2.0,8.7
1529,2009-01-01,Q1,Vancouver Coastal,St. Paul'S Hospital,Rectal Surgery,90,45,5.0,26.7
1530,2009-01-01,Q1,Vancouver Coastal,St. Paul'S Hospital,Scope of Chest,8,11,0.6,1.6
1531,2009-01-01,Q1,Vancouver Coastal,St. Paul'S Hospital,Sinus Surgery,412,79,6.1,27.1
1532,2009-01-01,Q1,Vancouver Coastal,St. Paul'S Hospital,Skin Tumour Removal,94,133,3.1,11.9
1533,2009-01-01,Q1,Vancouver Coastal,St. Paul'S Hospital,Tendon Surgery,36,22,2.0,5.9
1534,2009-01-01,Q1,Vancouver Coastal,St. Paul'S Hospital,Thyroidectomy,29,42,3.6,10.9
1535,2009-01-01,Q1,Vancouver Coastal,St. Paul'S Hospital,Tonsillectomy/Adenoidectomy,7,9,3.0,31.0
1536,2009-01-01,Q1,Vancouver Coastal,St. Paul'S Hospital,Tympanoplasty,87,26,14.2,80.9
1537,2009-01-01,Q1,Vancouver Coastal,St. Paul'S Hospital,Uterine Surgery,145,146,5.9,20.1
1538,2009-01-01,Q1,Vancouver Coastal,St. Paul'S Hospital,Vaginal Repair,18,33,3.1,9.8
1539,2009-01-01,Q1,Vancouver Coastal,St. Paul'S Hospital,Varicose Veins Ligation/Stripping,20,9,4.0,8.6
1540,2009-01-01,Q1,Vancouver Coastal,St. Paul'S Hospital,Vascular Bypass Graft - Non Cardiac,7,10,2.2,7.3
1541,2009-01-01,Q1,Vancouver Coastal,St. Paul'S Hospital,Vascular Surgery - Other,32,23,2.1,6.3
1542,2009-01-01,Q1,Vancouver Coastal,St. Paul'S Hospital,Wound/Laceration Care,18,14,2.2,22.0
1543,2009-01-01,Q1,Vancouver Coastal,Ubc Health Sciences Centre,All Other Procedures,173,184,7.1,16.7
1545,2009-01-01,Q1,Vancouver Coastal,Ubc Health Sciences Centre,Biopsy in OR,22,20,2.9,9.6
1546,2009-01-01,Q1,Vancouver Coastal,Ubc Health Sciences Centre,Bladder Surgery,97,143,5.1,20.4
1547,2009-01-01,Q1,Vancouver Coastal,Ubc Health Sciences Centre,Breast Biopsy,5,7,3.6,5.8
1548,2009-01-01,Q1,Vancouver Coastal,Ubc Health Sciences Centre,Breast Reconstruction,168,78,7.5,22.3
1549,2009-01-01,Q1,Vancouver Coastal,Ubc Health Sciences Centre,Breast Reduction,72,24,6.7,24.0
1550,2009-01-01,Q1,Vancouver Coastal,Ubc Health Sciences Centre,Cholecystectomy,60,77,4.0,17.4
1551,2009-01-01,Q1,Vancouver Coastal,Ubc Health Sciences Centre,Cyst/Ganglion Removal,46,25,2.4,15.5
1552,2009-01-01,Q1,Vancouver Coastal,Ubc Health Sciences Centre,D&C and Related Surgery,6,6,2.6,5.3
1553,2009-01-01,Q1,Vancouver Coastal,Ubc Health Sciences Centre,Dental Surgery,141,44,8.9,71.2
1554,2009-01-01,Q1,Vancouver Coastal,Ubc Health Sciences Centre,Excision Gynecomastia,3,5,5.9,6.7
1555,2009-01-01,Q1,Vancouver Coastal,Ubc Health Sciences Centre,Excision Lesion/Tumour,18,22,4.1,10.4
1556,2009-01-01,Q1,Vancouver Coastal,Ubc Health Sciences Centre,Facial Bone Reconstruction,37,38,2.7,13.8
1557,2009-01-01,Q1,Vancouver Coastal,Ubc Health Sciences Centre,Fallopian Tube/Ovarian Surgery,64,78,4.4,15.4
1558,2009-01-01,Q1,Vancouver Coastal,Ubc Health Sciences Centre,Hand/Wrist Surgery,36,13,4.1,34.7
1559,2009-01-01,Q1,Vancouver Coastal,Ubc Health Sciences Centre,Hernia Repair - Abdominal,161,128,5.7,23.3
1560,2009-01-01,Q1,Vancouver Coastal,Ubc Health Sciences Centre,Hip Replacement,196,211,6.3,18.7
1561,2009-01-01,Q1,Vancouver Coastal,Ubc Health Sciences Centre,Kidney/Bladder Stone Removal,11,20,3.6,11.1
1562,2009-01-01,Q1,Vancouver Coastal,Ubc Health Sciences Centre,Knee - ACL Repair,82,74,3.6,17.9
1563,2009-01-01,Q1,Vancouver Coastal,Ubc Health Sciences Centre,Knee - Meniscectomy,49,39,1.9,20.0
1564,2009-01-01,Q1,Vancouver Coastal,Ubc Health Sciences Centre,Knee Arthroscopy,32,23,4.6,8.7
1565,2009-01-01,Q1,Vancouver Coastal,Ubc Health Sciences Centre,Knee Replacement,145,231,5.9,20.0
1566,2009-01-01,Q1,Vancouver Coastal,Ubc Health Sciences Centre,Laparoscopy,19,22,3.0,6.5
1567,2009-01-01,Q1,Vancouver Coastal,Ubc Health Sciences Centre,Male Reproductive Surgery,26,51,3.3,21.3
1568,2009-01-01,Q1,Vancouver Coastal,Ubc Health Sciences Centre,Mastectomy,17,18,2.0,4.1
1569,2009-01-01,Q1,Vancouver Coastal,Ubc Health Sciences Centre,Nasal Surgery,174,85,6.3,40.6
1570,2009-01-01,Q1,Vancouver Coastal,Ubc Health Sciences Centre,Nerve Surgery,11,8,3.2,19.8
1571,2009-01-01,Q1,Vancouver Coastal,Ubc Health Sciences Centre,Other Eye Surgery,60,106,2.9,8.6
1572,2009-01-01,Q1,Vancouver Coastal,Ubc Health Sciences Centre,Other Joint Reconstruction,34,25,1.9,16.3
1573,2009-01-01,Q1,Vancouver Coastal,Ubc Health Sciences Centre,Other Orthopaedic Surgery,107,84,5.4,19.3
1574,2009-01-01,Q1,Vancouver Coastal,Ubc Health Sciences Centre,Other Urology Surgery,75,114,2.9,9.3
1575,2009-01-01,Q1,Vancouver Coastal,Ubc Health Sciences Centre,Parotidectomy,8,8,4.6,20.4
1576,2009-01-01,Q1,Vancouver Coastal,Ubc Health Sciences Centre,Prostate Surgery,68,107,4.1,11.2
